,police_dept,county,year,type,count
17,Collbran PD,MESA,2015.0,Murder/Manslaughter,0.0
18,Collbran PD,MESA,2015.0,Negligent Manslaughter,0.0
19,Collbran PD,MESA,2015.0,Rape,0.0
20,Collbran PD,MESA,2015.0,Rape,0.0
21,Collbran PD,MESA,2015.0,Robbery,0.0
22,Collbran PD,MESA,2015.0,Robbery,0.0
23,Collbran PD,MESA,2015.0,Robbery,0.0
24,Collbran PD,MESA,2015.0,Robbery,0.0
25,Collbran PD,MESA,2015.0,Assaults,0.0
26,Collbran PD,MESA,2015.0,Assaults,0.0
27,Collbran PD,MESA,2015.0,Burglary,0.0
28,Collbran PD,MESA,2015.0,Burglary,0.0
29,Collbran PD,MESA,2015.0,Larceny/Theft,1.0
30,Collbran PD,MESA,2015.0,Motor Vehicle Theft,0.0
31,Collbran PD,MESA,2015.0,Motor Vehicle Theft,0.0
32,Collbran PD,MESA,2015.0,Motor Vehicle Theft,0.0
33,Collbran PD,MESA,2015.0,Arson,0.0
34,Custer County Sheriff,CUSTER,2015.0,Murder/Manslaughter,0.0
35,Custer County Sheriff,CUSTER,2015.0,Negligent Manslaughter,0.0
36,Custer County Sheriff,CUSTER,2015.0,Rape,0.0
37,Custer County Sheriff,CUSTER,2015.0,Rape,0.0
38,Custer County Sheriff,CUSTER,2015.0,Robbery,0.0
39,Custer County Sheriff,CUSTER,2015.0,Robbery,0.0
40,Custer County Sheriff,CUSTER,2015.0,Robbery,0.0
41,Custer County Sheriff,CUSTER,2015.0,Robbery,0.0
42,Custer County Sheriff,CUSTER,2015.0,Assaults,8.0
43,Custer County Sheriff,CUSTER,2015.0,Assaults,0.0
44,Custer County Sheriff,CUSTER,2015.0,Burglary,9.0
45,Custer County Sheriff,CUSTER,2015.0,Burglary,4.0
46,Custer County Sheriff,CUSTER,2015.0,Larceny/Theft,53.0
47,Custer County Sheriff,CUSTER,2015.0,Motor Vehicle Theft,3.0
48,Custer County Sheriff,CUSTER,2015.0,Motor Vehicle Theft,1.0
49,Custer County Sheriff,CUSTER,2015.0,Motor Vehicle Theft,1.0
50,Custer County Sheriff,CUSTER,2015.0,Arson,4.0
51,Evans PD,WELD,2015.0,Murder/Manslaughter,0.0
52,Evans PD,WELD,2015.0,Negligent Manslaughter,0.0
53,Evans PD,WELD,2015.0,Rape,4.0
54,Evans PD,WELD,2015.0,Rape,1.0
55,Evans PD,WELD,2015.0,Robbery,1.0
56,Evans PD,WELD,2015.0,Robbery,0.0
57,Evans PD,WELD,2015.0,Robbery,1.0
58,Evans PD,WELD,2015.0,Robbery,1.0
59,Evans PD,WELD,2015.0,Assaults,19.0
60,Evans PD,WELD,2015.0,Assaults,3.0
61,Evans PD,WELD,2015.0,Burglary,32.0
62,Evans PD,WELD,2015.0,Burglary,37.0
63,Evans PD,WELD,2015.0,Larceny/Theft,264.0
64,Evans PD,WELD,2015.0,Motor Vehicle Theft,46.0
65,Evans PD,WELD,2015.0,Motor Vehicle Theft,1.0
66,Evans PD,WELD,2015.0,Motor Vehicle Theft,10.0
67,Evans PD,WELD,2015.0,Arson,1.0
68,Kersey PD,WELD,2015.0,Murder/Manslaughter,0.0
69,Kersey PD,WELD,2015.0,Negligent Manslaughter,0.0
70,Kersey PD,WELD,2015.0,Rape,0.0
71,Kersey PD,WELD,2015.0,Rape,0.0
72,Kersey PD,WELD,2015.0,Robbery,0.0
73,Kersey PD,WELD,2015.0,Robbery,0.0
74,Kersey PD,WELD,2015.0,Robbery,0.0
75,Kersey PD,WELD,2015.0,Robbery,0.0
76,Kersey PD,WELD,2015.0,Assaults,0.0
77,Kersey PD,WELD,2015.0,Assaults,0.0
78,Kersey PD,WELD,2015.0,Burglary,1.0
79,Kersey PD,WELD,2015.0,Burglary,0.0
80,Kersey PD,WELD,2015.0,Larceny/Theft,14.0
81,Kersey PD,WELD,2015.0,Motor Vehicle Theft,2.0
82,Kersey PD,WELD,2015.0,Motor Vehicle Theft,1.0
83,Kersey PD,WELD,2015.0,Motor Vehicle Theft,0.0
84,Kersey PD,WELD,2015.0,Arson,0.0
85,Crested Butte PD,GUNNISON,2015.0,Murder/Manslaughter,0.0
86,Crested Butte PD,GUNNISON,2015.0,Negligent Manslaughter,0.0
87,Crested Butte PD,GUNNISON,2015.0,Rape,1.0
88,Crested Butte PD,GUNNISON,2015.0,Rape,0.0
89,Crested Butte PD,GUNNISON,2015.0,Robbery,0.0
90,Crested Butte PD,GUNNISON,2015.0,Robbery,0.0
91,Crested Butte PD,GUNNISON,2015.0,Robbery,0.0
92,Crested Butte PD,GUNNISON,2015.0,Robbery,0.0
93,Crested Butte PD,GUNNISON,2015.0,Assaults,0.0
94,Crested Butte PD,GUNNISON,2015.0,Assaults,1.0
95,Crested Butte PD,GUNNISON,2015.0,Burglary,0.0
96,Crested Butte PD,GUNNISON,2015.0,Burglary,0.0
97,Crested Butte PD,GUNNISON,2015.0,Larceny/Theft,11.0
98,Crested Butte PD,GUNNISON,2015.0,Motor Vehicle Theft,2.0
99,Crested Butte PD,GUNNISON,2015.0,Motor Vehicle Theft,0.0
100,Crested Butte PD,GUNNISON,2015.0,Motor Vehicle Theft,2.0
101,Crested Butte PD,GUNNISON,2015.0,Arson,0.0
102,Cripple Creek PD,TELLER,2015.0,Murder/Manslaughter,0.0
103,Cripple Creek PD,TELLER,2015.0,Negligent Manslaughter,0.0
104,Cripple Creek PD,TELLER,2015.0,Rape,1.0
105,Cripple Creek PD,TELLER,2015.0,Rape,0.0
106,Cripple Creek PD,TELLER,2015.0,Robbery,0.0
107,Cripple Creek PD,TELLER,2015.0,Robbery,0.0
108,Cripple Creek PD,TELLER,2015.0,Robbery,0.0
109,Cripple Creek PD,TELLER,2015.0,Robbery,0.0
110,Cripple Creek PD,TELLER,2015.0,Assaults,1.0
111,Cripple Creek PD,TELLER,2015.0,Assaults,1.0
112,Cripple Creek PD,TELLER,2015.0,Burglary,2.0
113,Cripple Creek PD,TELLER,2015.0,Burglary,7.0
114,Cripple Creek PD,TELLER,2015.0,Larceny/Theft,76.0
115,Cripple Creek PD,TELLER,2015.0,Motor Vehicle Theft,2.0
116,Cripple Creek PD,TELLER,2015.0,Motor Vehicle Theft,2.0
117,Cripple Creek PD,TELLER,2015.0,Motor Vehicle Theft,0.0
118,Cripple Creek PD,TELLER,2015.0,Arson,0.0
119,Dacono PD,WELD,2015.0,Murder/Manslaughter,0.0
120,Dacono PD,WELD,2015.0,Negligent Manslaughter,0.0
121,Dacono PD,WELD,2015.0,Rape,0.0
122,Dacono PD,WELD,2015.0,Rape,0.0
123,Dacono PD,WELD,2015.0,Robbery,0.0
124,Dacono PD,WELD,2015.0,Robbery,0.0
125,Dacono PD,WELD,2015.0,Robbery,0.0
126,Dacono PD,WELD,2015.0,Robbery,0.0
127,Dacono PD,WELD,2015.0,Assaults,0.0
128,Dacono PD,WELD,2015.0,Assaults,0.0
129,Dacono PD,WELD,2015.0,Burglary,0.0
130,Dacono PD,WELD,2015.0,Burglary,0.0
131,Dacono PD,WELD,2015.0,Larceny/Theft,4.0
132,Dacono PD,WELD,2015.0,Motor Vehicle Theft,1.0
133,Dacono PD,WELD,2015.0,Motor Vehicle Theft,0.0
134,Dacono PD,WELD,2015.0,Motor Vehicle Theft,0.0
135,Dacono PD,WELD,2015.0,Arson,0.0
136,Arapahoe County Sheriff,ARAPAHOE,2015.0,Murder/Manslaughter,2.0
137,Arapahoe County Sheriff,ARAPAHOE,2015.0,Negligent Manslaughter,0.0
138,Arapahoe County Sheriff,ARAPAHOE,2015.0,Rape,69.0
139,Arapahoe County Sheriff,ARAPAHOE,2015.0,Rape,1.0
140,Arapahoe County Sheriff,ARAPAHOE,2015.0,Robbery,9.0
141,Arapahoe County Sheriff,ARAPAHOE,2015.0,Robbery,2.0
142,Arapahoe County Sheriff,ARAPAHOE,2015.0,Robbery,2.0
143,Arapahoe County Sheriff,ARAPAHOE,2015.0,Robbery,8.0
144,Arapahoe County Sheriff,ARAPAHOE,2015.0,Assaults,32.0
145,Arapahoe County Sheriff,ARAPAHOE,2015.0,Assaults,15.0
146,Arapahoe County Sheriff,ARAPAHOE,2015.0,Burglary,144.0
147,Arapahoe County Sheriff,ARAPAHOE,2015.0,Burglary,160.0
148,Arapahoe County Sheriff,ARAPAHOE,2015.0,Larceny/Theft,819.0
149,Arapahoe County Sheriff,ARAPAHOE,2015.0,Motor Vehicle Theft,138.0
150,Arapahoe County Sheriff,ARAPAHOE,2015.0,Motor Vehicle Theft,4.0
151,Arapahoe County Sheriff,ARAPAHOE,2015.0,Motor Vehicle Theft,4.0
152,Arapahoe County Sheriff,ARAPAHOE,2015.0,Arson,15.0
153,Cedaredge PD,DELTA,2015.0,Murder/Manslaughter,0.0
154,Cedaredge PD,DELTA,2015.0,Negligent Manslaughter,0.0
155,Cedaredge PD,DELTA,2015.0,Rape,0.0
156,Cedaredge PD,DELTA,2015.0,Rape,0.0
157,Cedaredge PD,DELTA,2015.0,Robbery,0.0
158,Cedaredge PD,DELTA,2015.0,Robbery,0.0
159,Cedaredge PD,DELTA,2015.0,Robbery,0.0
160,Cedaredge PD,DELTA,2015.0,Robbery,0.0
161,Cedaredge PD,DELTA,2015.0,Assaults,0.0
162,Cedaredge PD,DELTA,2015.0,Assaults,0.0
163,Cedaredge PD,DELTA,2015.0,Burglary,1.0
164,Cedaredge PD,DELTA,2015.0,Burglary,0.0
165,Cedaredge PD,DELTA,2015.0,Larceny/Theft,0.0
166,Cedaredge PD,DELTA,2015.0,Motor Vehicle Theft,0.0
167,Cedaredge PD,DELTA,2015.0,Motor Vehicle Theft,0.0
168,Cedaredge PD,DELTA,2015.0,Motor Vehicle Theft,0.0
169,Cedaredge PD,DELTA,2015.0,Arson,0.0
204,Alamosa PD,ALAMOSA,2015.0,Murder/Manslaughter,0.0
205,Alamosa PD,ALAMOSA,2015.0,Negligent Manslaughter,0.0
206,Alamosa PD,ALAMOSA,2015.0,Rape,0.0
207,Alamosa PD,ALAMOSA,2015.0,Rape,0.0
208,Alamosa PD,ALAMOSA,2015.0,Robbery,0.0
209,Alamosa PD,ALAMOSA,2015.0,Robbery,0.0
210,Alamosa PD,ALAMOSA,2015.0,Robbery,0.0
211,Alamosa PD,ALAMOSA,2015.0,Robbery,1.0
212,Alamosa PD,ALAMOSA,2015.0,Assaults,1.0
213,Alamosa PD,ALAMOSA,2015.0,Assaults,1.0
214,Alamosa PD,ALAMOSA,2015.0,Burglary,14.0
215,Alamosa PD,ALAMOSA,2015.0,Burglary,3.0
216,Alamosa PD,ALAMOSA,2015.0,Larceny/Theft,75.0
217,Alamosa PD,ALAMOSA,2015.0,Motor Vehicle Theft,2.0
218,Alamosa PD,ALAMOSA,2015.0,Motor Vehicle Theft,0.0
219,Alamosa PD,ALAMOSA,2015.0,Motor Vehicle Theft,0.0
220,Alamosa PD,ALAMOSA,2015.0,Arson,0.0
238,Adams County Sheriff,ADAMS,2015.0,Murder/Manslaughter,6.0
239,Adams County Sheriff,ADAMS,2015.0,Negligent Manslaughter,0.0
240,Adams County Sheriff,ADAMS,2015.0,Rape,93.0
241,Adams County Sheriff,ADAMS,2015.0,Rape,1.0
242,Adams County Sheriff,ADAMS,2015.0,Robbery,27.0
243,Adams County Sheriff,ADAMS,2015.0,Robbery,3.0
244,Adams County Sheriff,ADAMS,2015.0,Robbery,8.0
245,Adams County Sheriff,ADAMS,2015.0,Robbery,30.0
246,Adams County Sheriff,ADAMS,2015.0,Assaults,111.0
247,Adams County Sheriff,ADAMS,2015.0,Assaults,55.0
248,Adams County Sheriff,ADAMS,2015.0,Burglary,254.0
249,Adams County Sheriff,ADAMS,2015.0,Burglary,186.0
250,Adams County Sheriff,ADAMS,2015.0,Larceny/Theft,1519.0
251,Adams County Sheriff,ADAMS,2015.0,Motor Vehicle Theft,596.0
252,Adams County Sheriff,ADAMS,2015.0,Motor Vehicle Theft,16.0
253,Adams County Sheriff,ADAMS,2015.0,Motor Vehicle Theft,26.0
254,Adams County Sheriff,ADAMS,2015.0,Arson,19.0
255,Blue River PD,SUMMIT,2015.0,Murder/Manslaughter,0.0
256,Blue River PD,SUMMIT,2015.0,Negligent Manslaughter,0.0
257,Blue River PD,SUMMIT,2015.0,Rape,0.0
258,Blue River PD,SUMMIT,2015.0,Rape,0.0
259,Blue River PD,SUMMIT,2015.0,Robbery,0.0
260,Blue River PD,SUMMIT,2015.0,Robbery,0.0
261,Blue River PD,SUMMIT,2015.0,Robbery,0.0
262,Blue River PD,SUMMIT,2015.0,Robbery,0.0
263,Blue River PD,SUMMIT,2015.0,Assaults,0.0
264,Blue River PD,SUMMIT,2015.0,Assaults,0.0
265,Blue River PD,SUMMIT,2015.0,Burglary,1.0
266,Blue River PD,SUMMIT,2015.0,Burglary,0.0
267,Blue River PD,SUMMIT,2015.0,Larceny/Theft,3.0
268,Blue River PD,SUMMIT,2015.0,Motor Vehicle Theft,0.0
269,Blue River PD,SUMMIT,2015.0,Motor Vehicle Theft,0.0
270,Blue River PD,SUMMIT,2015.0,Motor Vehicle Theft,0.0
271,Blue River PD,SUMMIT,2015.0,Arson,0.0
272,Bent County Sheriff,BENT,2015.0,Murder/Manslaughter,0.0
273,Bent County Sheriff,BENT,2015.0,Negligent Manslaughter,0.0
274,Bent County Sheriff,BENT,2015.0,Rape,0.0
275,Bent County Sheriff,BENT,2015.0,Rape,0.0
276,Bent County Sheriff,BENT,2015.0,Robbery,0.0
277,Bent County Sheriff,BENT,2015.0,Robbery,0.0
278,Bent County Sheriff,BENT,2015.0,Robbery,1.0
279,Bent County Sheriff,BENT,2015.0,Robbery,0.0
280,Bent County Sheriff,BENT,2015.0,Assaults,0.0
281,Bent County Sheriff,BENT,2015.0,Assaults,0.0
282,Bent County Sheriff,BENT,2015.0,Burglary,27.0
283,Bent County Sheriff,BENT,2015.0,Burglary,6.0
284,Bent County Sheriff,BENT,2015.0,Larceny/Theft,22.0
285,Bent County Sheriff,BENT,2015.0,Motor Vehicle Theft,3.0
286,Bent County Sheriff,BENT,2015.0,Motor Vehicle Theft,0.0
287,Bent County Sheriff,BENT,2015.0,Motor Vehicle Theft,0.0
288,Bent County Sheriff,BENT,2015.0,Arson,0.0
289,Castle Rock PD,DOUGLAS,2015.0,Murder/Manslaughter,1.0
290,Castle Rock PD,DOUGLAS,2015.0,Negligent Manslaughter,0.0
291,Castle Rock PD,DOUGLAS,2015.0,Rape,14.0
292,Castle Rock PD,DOUGLAS,2015.0,Rape,3.0
293,Castle Rock PD,DOUGLAS,2015.0,Robbery,2.0
294,Castle Rock PD,DOUGLAS,2015.0,Robbery,0.0
295,Castle Rock PD,DOUGLAS,2015.0,Robbery,0.0
296,Castle Rock PD,DOUGLAS,2015.0,Robbery,1.0
297,Castle Rock PD,DOUGLAS,2015.0,Assaults,3.0
298,Castle Rock PD,DOUGLAS,2015.0,Assaults,7.0
299,Castle Rock PD,DOUGLAS,2015.0,Burglary,36.0
300,Castle Rock PD,DOUGLAS,2015.0,Burglary,50.0
301,Castle Rock PD,DOUGLAS,2015.0,Larceny/Theft,720.0
302,Castle Rock PD,DOUGLAS,2015.0,Motor Vehicle Theft,34.0
303,Castle Rock PD,DOUGLAS,2015.0,Motor Vehicle Theft,4.0
304,Castle Rock PD,DOUGLAS,2015.0,Motor Vehicle Theft,1.0
305,Castle Rock PD,DOUGLAS,2015.0,Arson,3.0
306,Adams State College PD,ALAMOSA,2015.0,Murder/Manslaughter,0.0
307,Adams State College PD,ALAMOSA,2015.0,Negligent Manslaughter,0.0
308,Adams State College PD,ALAMOSA,2015.0,Rape,1.0
309,Adams State College PD,ALAMOSA,2015.0,Rape,0.0
310,Adams State College PD,ALAMOSA,2015.0,Robbery,0.0
311,Adams State College PD,ALAMOSA,2015.0,Robbery,0.0
312,Adams State College PD,ALAMOSA,2015.0,Robbery,0.0
313,Adams State College PD,ALAMOSA,2015.0,Robbery,0.0
314,Adams State College PD,ALAMOSA,2015.0,Assaults,0.0
315,Adams State College PD,ALAMOSA,2015.0,Assaults,0.0
316,Adams State College PD,ALAMOSA,2015.0,Burglary,2.0
317,Adams State College PD,ALAMOSA,2015.0,Burglary,3.0
318,Adams State College PD,ALAMOSA,2015.0,Larceny/Theft,69.0
319,Adams State College PD,ALAMOSA,2015.0,Motor Vehicle Theft,1.0
320,Adams State College PD,ALAMOSA,2015.0,Motor Vehicle Theft,0.0
321,Adams State College PD,ALAMOSA,2015.0,Motor Vehicle Theft,0.0
322,Adams State College PD,ALAMOSA,2015.0,Arson,0.0
323,Broomfield PD,BROOMFIELD,2015.0,Murder/Manslaughter,1.0
324,Broomfield PD,BROOMFIELD,2015.0,Negligent Manslaughter,0.0
325,Broomfield PD,BROOMFIELD,2015.0,Rape,18.0
326,Broomfield PD,BROOMFIELD,2015.0,Rape,0.0
327,Broomfield PD,BROOMFIELD,2015.0,Robbery,5.0
328,Broomfield PD,BROOMFIELD,2015.0,Robbery,0.0
329,Broomfield PD,BROOMFIELD,2015.0,Robbery,0.0
330,Broomfield PD,BROOMFIELD,2015.0,Robbery,2.0
331,Broomfield PD,BROOMFIELD,2015.0,Assaults,0.0
332,Broomfield PD,BROOMFIELD,2015.0,Assaults,2.0
333,Broomfield PD,BROOMFIELD,2015.0,Burglary,58.0
334,Broomfield PD,BROOMFIELD,2015.0,Burglary,61.0
335,Broomfield PD,BROOMFIELD,2015.0,Larceny/Theft,989.0
336,Broomfield PD,BROOMFIELD,2015.0,Motor Vehicle Theft,59.0
337,Broomfield PD,BROOMFIELD,2015.0,Motor Vehicle Theft,9.0
338,Broomfield PD,BROOMFIELD,2015.0,Motor Vehicle Theft,7.0
339,Broomfield PD,BROOMFIELD,2015.0,Arson,8.0
340,Basalt PD,EAGLE,2015.0,Murder/Manslaughter,0.0
341,Basalt PD,EAGLE,2015.0,Negligent Manslaughter,0.0
342,Basalt PD,EAGLE,2015.0,Rape,0.0
343,Basalt PD,EAGLE,2015.0,Rape,1.0
344,Basalt PD,EAGLE,2015.0,Robbery,0.0
345,Basalt PD,EAGLE,2015.0,Robbery,1.0
346,Basalt PD,EAGLE,2015.0,Robbery,0.0
347,Basalt PD,EAGLE,2015.0,Robbery,0.0
348,Basalt PD,EAGLE,2015.0,Assaults,0.0
349,Basalt PD,EAGLE,2015.0,Assaults,1.0
350,Basalt PD,EAGLE,2015.0,Burglary,0.0
351,Basalt PD,EAGLE,2015.0,Burglary,8.0
352,Basalt PD,EAGLE,2015.0,Larceny/Theft,20.0
353,Basalt PD,EAGLE,2015.0,Motor Vehicle Theft,1.0
354,Basalt PD,EAGLE,2015.0,Motor Vehicle Theft,0.0
355,Basalt PD,EAGLE,2015.0,Motor Vehicle Theft,1.0
356,Basalt PD,EAGLE,2015.0,Arson,0.0
357,Campo PD,BACA,2015.0,Murder/Manslaughter,0.0
358,Campo PD,BACA,2015.0,Negligent Manslaughter,0.0
359,Campo PD,BACA,2015.0,Rape,0.0
360,Campo PD,BACA,2015.0,Rape,0.0
361,Campo PD,BACA,2015.0,Robbery,0.0
362,Campo PD,BACA,2015.0,Robbery,0.0
363,Campo PD,BACA,2015.0,Robbery,0.0
364,Campo PD,BACA,2015.0,Robbery,0.0
365,Campo PD,BACA,2015.0,Assaults,0.0
366,Campo PD,BACA,2015.0,Assaults,0.0
367,Campo PD,BACA,2015.0,Burglary,0.0
368,Campo PD,BACA,2015.0,Burglary,0.0
369,Campo PD,BACA,2015.0,Larceny/Theft,0.0
370,Campo PD,BACA,2015.0,Motor Vehicle Theft,0.0
371,Campo PD,BACA,2015.0,Motor Vehicle Theft,0.0
372,Campo PD,BACA,2015.0,Motor Vehicle Theft,0.0
373,Campo PD,BACA,2015.0,Arson,0.0
374,Boulder PD,BOULDER,2015.0,Murder/Manslaughter,2.0
375,Boulder PD,BOULDER,2015.0,Negligent Manslaughter,0.0
376,Boulder PD,BOULDER,2015.0,Rape,46.0
377,Boulder PD,BOULDER,2015.0,Rape,1.0
378,Boulder PD,BOULDER,2015.0,Robbery,5.0
379,Boulder PD,BOULDER,2015.0,Robbery,2.0
380,Boulder PD,BOULDER,2015.0,Robbery,7.0
381,Boulder PD,BOULDER,2015.0,Robbery,11.0
382,Boulder PD,BOULDER,2015.0,Assaults,25.0
383,Boulder PD,BOULDER,2015.0,Assaults,34.0
384,Boulder PD,BOULDER,2015.0,Burglary,165.0
385,Boulder PD,BOULDER,2015.0,Burglary,279.0
386,Boulder PD,BOULDER,2015.0,Larceny/Theft,2214.0
387,Boulder PD,BOULDER,2015.0,Motor Vehicle Theft,95.0
388,Boulder PD,BOULDER,2015.0,Motor Vehicle Theft,18.0
389,Boulder PD,BOULDER,2015.0,Motor Vehicle Theft,22.0
390,Boulder PD,BOULDER,2015.0,Arson,15.0
391,Calhan PD,EL PASO,2015.0,Murder/Manslaughter,0.0
392,Calhan PD,EL PASO,2015.0,Negligent Manslaughter,0.0
393,Calhan PD,EL PASO,2015.0,Rape,0.0
394,Calhan PD,EL PASO,2015.0,Rape,0.0
395,Calhan PD,EL PASO,2015.0,Robbery,0.0
396,Calhan PD,EL PASO,2015.0,Robbery,0.0
397,Calhan PD,EL PASO,2015.0,Robbery,0.0
398,Calhan PD,EL PASO,2015.0,Robbery,0.0
399,Calhan PD,EL PASO,2015.0,Assaults,1.0
400,Calhan PD,EL PASO,2015.0,Assaults,0.0
401,Calhan PD,EL PASO,2015.0,Burglary,0.0
402,Calhan PD,EL PASO,2015.0,Burglary,0.0
403,Calhan PD,EL PASO,2015.0,Larceny/Theft,0.0
404,Calhan PD,EL PASO,2015.0,Motor Vehicle Theft,0.0
405,Calhan PD,EL PASO,2015.0,Motor Vehicle Theft,0.0
406,Calhan PD,EL PASO,2015.0,Motor Vehicle Theft,0.0
407,Calhan PD,EL PASO,2015.0,Arson,0.0
408,Avon PD,EAGLE,2015.0,Murder/Manslaughter,1.0
409,Avon PD,EAGLE,2015.0,Negligent Manslaughter,0.0
410,Avon PD,EAGLE,2015.0,Rape,5.0
411,Avon PD,EAGLE,2015.0,Rape,0.0
412,Avon PD,EAGLE,2015.0,Robbery,1.0
413,Avon PD,EAGLE,2015.0,Robbery,0.0
414,Avon PD,EAGLE,2015.0,Robbery,0.0
415,Avon PD,EAGLE,2015.0,Robbery,0.0
416,Avon PD,EAGLE,2015.0,Assaults,1.0
417,Avon PD,EAGLE,2015.0,Assaults,9.0
418,Avon PD,EAGLE,2015.0,Burglary,4.0
419,Avon PD,EAGLE,2015.0,Burglary,3.0
420,Avon PD,EAGLE,2015.0,Larceny/Theft,143.0
421,Avon PD,EAGLE,2015.0,Motor Vehicle Theft,6.0
422,Avon PD,EAGLE,2015.0,Motor Vehicle Theft,0.0
423,Avon PD,EAGLE,2015.0,Motor Vehicle Theft,0.0
424,Avon PD,EAGLE,2015.0,Arson,1.0
425,Aims Community College PD,WELD,2015.0,Murder/Manslaughter,0.0
426,Aims Community College PD,WELD,2015.0,Negligent Manslaughter,0.0
427,Aims Community College PD,WELD,2015.0,Rape,0.0
428,Aims Community College PD,WELD,2015.0,Rape,0.0
429,Aims Community College PD,WELD,2015.0,Robbery,0.0
430,Aims Community College PD,WELD,2015.0,Robbery,0.0
431,Aims Community College PD,WELD,2015.0,Robbery,0.0
432,Aims Community College PD,WELD,2015.0,Robbery,0.0
433,Aims Community College PD,WELD,2015.0,Assaults,0.0
434,Aims Community College PD,WELD,2015.0,Assaults,0.0
435,Aims Community College PD,WELD,2015.0,Burglary,0.0
436,Aims Community College PD,WELD,2015.0,Burglary,0.0
437,Aims Community College PD,WELD,2015.0,Larceny/Theft,1.0
438,Aims Community College PD,WELD,2015.0,Motor Vehicle Theft,0.0
439,Aims Community College PD,WELD,2015.0,Motor Vehicle Theft,0.0
440,Aims Community College PD,WELD,2015.0,Motor Vehicle Theft,0.0
441,Aims Community College PD,WELD,2015.0,Arson,0.0
442,Arapahoe Community College PD,ARAPAHOE,2015.0,Murder/Manslaughter,0.0
443,Arapahoe Community College PD,ARAPAHOE,2015.0,Negligent Manslaughter,0.0
444,Arapahoe Community College PD,ARAPAHOE,2015.0,Rape,0.0
445,Arapahoe Community College PD,ARAPAHOE,2015.0,Rape,0.0
446,Arapahoe Community College PD,ARAPAHOE,2015.0,Robbery,0.0
447,Arapahoe Community College PD,ARAPAHOE,2015.0,Robbery,0.0
448,Arapahoe Community College PD,ARAPAHOE,2015.0,Robbery,0.0
449,Arapahoe Community College PD,ARAPAHOE,2015.0,Robbery,0.0
450,Arapahoe Community College PD,ARAPAHOE,2015.0,Assaults,0.0
451,Arapahoe Community College PD,ARAPAHOE,2015.0,Assaults,0.0
452,Arapahoe Community College PD,ARAPAHOE,2015.0,Burglary,0.0
453,Arapahoe Community College PD,ARAPAHOE,2015.0,Burglary,0.0
454,Arapahoe Community College PD,ARAPAHOE,2015.0,Larceny/Theft,7.0
455,Arapahoe Community College PD,ARAPAHOE,2015.0,Motor Vehicle Theft,1.0
456,Arapahoe Community College PD,ARAPAHOE,2015.0,Motor Vehicle Theft,0.0
457,Arapahoe Community College PD,ARAPAHOE,2015.0,Motor Vehicle Theft,0.0
458,Arapahoe Community College PD,ARAPAHOE,2015.0,Arson,0.0
459,Chaffee County Sheriff,CHAFFEE,2015.0,Murder/Manslaughter,0.0
460,Chaffee County Sheriff,CHAFFEE,2015.0,Negligent Manslaughter,0.0
461,Chaffee County Sheriff,CHAFFEE,2015.0,Rape,0.0
462,Chaffee County Sheriff,CHAFFEE,2015.0,Rape,1.0
463,Chaffee County Sheriff,CHAFFEE,2015.0,Robbery,0.0
464,Chaffee County Sheriff,CHAFFEE,2015.0,Robbery,0.0
465,Chaffee County Sheriff,CHAFFEE,2015.0,Robbery,0.0
466,Chaffee County Sheriff,CHAFFEE,2015.0,Robbery,2.0
467,Chaffee County Sheriff,CHAFFEE,2015.0,Assaults,1.0
468,Chaffee County Sheriff,CHAFFEE,2015.0,Assaults,1.0
469,Chaffee County Sheriff,CHAFFEE,2015.0,Burglary,7.0
470,Chaffee County Sheriff,CHAFFEE,2015.0,Burglary,3.0
471,Chaffee County Sheriff,CHAFFEE,2015.0,Larceny/Theft,38.0
472,Chaffee County Sheriff,CHAFFEE,2015.0,Motor Vehicle Theft,3.0
473,Chaffee County Sheriff,CHAFFEE,2015.0,Motor Vehicle Theft,0.0
474,Chaffee County Sheriff,CHAFFEE,2015.0,Motor Vehicle Theft,0.0
475,Chaffee County Sheriff,CHAFFEE,2015.0,Arson,0.0
476,Black Hawk PD,GILPIN,2015.0,Murder/Manslaughter,0.0
477,Black Hawk PD,GILPIN,2015.0,Negligent Manslaughter,0.0
478,Black Hawk PD,GILPIN,2015.0,Rape,2.0
479,Black Hawk PD,GILPIN,2015.0,Rape,0.0
480,Black Hawk PD,GILPIN,2015.0,Robbery,0.0
481,Black Hawk PD,GILPIN,2015.0,Robbery,0.0
482,Black Hawk PD,GILPIN,2015.0,Robbery,0.0
483,Black Hawk PD,GILPIN,2015.0,Robbery,0.0
484,Black Hawk PD,GILPIN,2015.0,Assaults,0.0
485,Black Hawk PD,GILPIN,2015.0,Assaults,0.0
486,Black Hawk PD,GILPIN,2015.0,Burglary,0.0
487,Black Hawk PD,GILPIN,2015.0,Burglary,0.0
488,Black Hawk PD,GILPIN,2015.0,Larceny/Theft,235.0
489,Black Hawk PD,GILPIN,2015.0,Motor Vehicle Theft,13.0
490,Black Hawk PD,GILPIN,2015.0,Motor Vehicle Theft,0.0
491,Black Hawk PD,GILPIN,2015.0,Motor Vehicle Theft,0.0
492,Black Hawk PD,GILPIN,2015.0,Arson,0.0
510,Clear Creek County Sheriff,CLEAR CREEK,2015.0,Murder/Manslaughter,0.0
511,Clear Creek County Sheriff,CLEAR CREEK,2015.0,Negligent Manslaughter,0.0
