,year,police_dept,county,Arson,Assaults,Burglary,Larceny/Theft,Motor Vehicle Theft,Murder/Manslaughter,Negligent Manslaughter,Rape,Robbery
1786,2010.0,Adams State College PD,ALAMOSA,0.0,7.0,27.0,33.0,0.0,0.0,2.0,,1.0
1787,2010.0,Alamosa County Sheriff,ALAMOSA,0.0,7.0,7.0,23.0,0.0,0.0,0.0,,1.0
1788,2010.0,Alamosa PD,ALAMOSA,2.0,195.0,76.0,428.0,10.0,0.0,18.0,,18.0
1789,2010.0,Arapahoe Community College PD,ARAPAHOE,0.0,0.0,0.0,25.0,2.0,0.0,0.0,,0.0
1790,2010.0,Arapahoe County Sheriff,ARAPAHOE,16.0,591.0,418.0,862.0,120.0,2.0,40.0,,31.0
1791,2010.0,Archuleta County Sheriff,ARCHULETA,0.0,9.0,3.0,13.0,1.0,0.0,0.0,,0.0
1792,2010.0,Arvada PD,JEFFERSON,14.0,539.0,386.0,2125.0,207.0,1.0,60.0,,28.0
1793,2010.0,Aspen PD,PITKIN,1.0,77.0,32.0,321.0,6.0,0.0,6.0,,0.0
1794,2010.0,Ault PD,WELD,0.0,21.0,14.0,22.0,4.0,0.0,2.0,,0.0
1795,2010.0,Aurora PD,ARAPAHOE,68.0,3796.0,2289.0,6875.0,886.0,24.0,364.0,,502.0
1796,2010.0,Avon PD,EAGLE,0.0,38.0,26.0,130.0,7.0,0.0,6.0,,1.0
1797,2010.0,Baca County Sheriff,BACA,0.0,5.0,1.0,2.0,0.0,0.0,0.0,,0.0
1798,2010.0,Basalt PD,EAGLE,0.0,27.0,8.0,52.0,3.0,0.0,0.0,,1.0
1799,2010.0,Bayfield PD,LA PLATA,0.0,5.0,1.0,8.0,2.0,0.0,0.0,,0.0
1800,2010.0,Bent County Sheriff,BENT,0.0,6.0,13.0,22.0,1.0,0.0,2.0,,0.0
1801,2010.0,Berthoud PD,LARIMER,5.0,11.0,12.0,40.0,2.0,0.0,0.0,,0.0
1802,2010.0,Black Hawk PD,GILPIN,0.0,26.0,1.0,172.0,2.0,0.0,0.0,,0.0
1803,2010.0,Blue River PD,SUMMIT,0.0,2.0,2.0,3.0,0.0,0.0,0.0,,0.0
1804,2010.0,Boulder County Sheriff,BOULDER,11.0,163.0,197.0,322.0,30.0,1.0,18.0,,1.0
1805,2010.0,Boulder PD,BOULDER,56.0,749.0,477.0,2155.0,89.0,4.0,66.0,,29.0
1806,2010.0,Bow Mar PD,ARAPAHOE,0.0,0.0,8.0,8.0,0.0,0.0,0.0,,0.0
1807,2010.0,Breckenridge PD,SUMMIT,0.0,55.0,22.0,265.0,9.0,0.0,4.0,,1.0
1808,2010.0,Brighton PD,ADAMS,16.0,282.0,163.0,939.0,85.0,0.0,20.0,,6.0
1809,2010.0,Broomfield PD,BROOMFIELD,14.0,212.0,118.0,997.0,48.0,3.0,20.0,,13.0
1810,2010.0,Brush PD,MORGAN,0.0,8.0,15.0,90.0,2.0,0.0,0.0,,3.0
1811,2010.0,Buena Vista PD,CHAFFEE,0.0,3.0,1.0,24.0,0.0,0.0,2.0,,0.0
1812,2010.0,Burlington PD,KIT CARSON,1.0,25.0,13.0,67.0,1.0,0.0,6.0,,0.0
1813,2010.0,Campo PD,BACA,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0
1814,2010.0,Canon City PD,FREMONT,2.0,242.0,72.0,376.0,14.0,0.0,38.0,,1.0
1815,2010.0,Castle Rock PD,DOUGLAS,1.0,131.0,71.0,389.0,20.0,0.0,18.0,,3.0
1816,2010.0,Cedaredge PD,DELTA,0.0,2.0,6.0,22.0,3.0,0.0,4.0,,0.0
1817,2010.0,Centennial PD,ARAPAHOE,9.0,367.0,274.0,1119.0,62.0,0.0,38.0,,26.0
1818,2010.0,Center PD,SAGUACHE,0.0,20.0,11.0,45.0,0.0,0.0,0.0,,1.0
1819,2010.0,Central City PD,GILPIN,0.0,12.0,1.0,34.0,0.0,0.0,0.0,,1.0
1820,2010.0,Chaffee County Sheriff,CHAFFEE,0.0,23.0,11.0,55.0,2.0,1.0,8.0,,0.0
1821,2010.0,Cherry Hills Village PD,ARAPAHOE,0.0,5.0,18.0,53.0,4.0,0.0,0.0,,0.0
1822,2010.0,Cheyenne County Sheriff,CHEYENNE,0.0,1.0,0.0,4.0,0.0,0.0,1.0,,0.0
1823,2010.0,Clear Creek County Sheriff,CLEAR CREEK,2.0,46.0,15.0,58.0,7.0,0.0,2.0,,0.0
1824,2010.0,Colorado School of Mines PD,JEFFERSON,0.0,6.0,7.0,35.0,0.0,0.0,2.0,,0.0
1825,2010.0,Colorado Springs PD,EL PASO,99.0,3242.0,3452.0,12053.0,1282.0,20.0,628.0,,526.0
1826,2010.0,Colorado State Univ. - Fort Collins PD,LARIMER,8.0,25.0,47.0,338.0,9.0,0.0,2.0,,2.0
1827,2010.0,Colorado State Univ. Pueblo PD,PUEBLO,1.0,8.0,7.0,71.0,3.0,0.0,0.0,,0.0
1828,2010.0,Columbine Valley PD,ARAPAHOE,0.0,3.0,2.0,10.0,2.0,0.0,0.0,,0.0
1829,2010.0,Commerce City PD,ADAMS,7.0,336.0,230.0,961.0,155.0,0.0,40.0,,12.0
1830,2010.0,Cortez PD,MONTEZUMA,1.0,116.0,21.0,322.0,12.0,0.0,0.0,,2.0
1831,2010.0,Craig PD,MOFFAT,2.0,108.0,51.0,222.0,6.0,0.0,14.0,,1.0
1832,2010.0,Crested Butte PD,GUNNISON,0.0,5.0,1.0,6.0,0.0,0.0,0.0,,0.0
1833,2010.0,Cripple Creek PD,TELLER,0.0,27.0,7.0,80.0,4.0,0.0,0.0,,4.0
1834,2010.0,Crowley County Sheriff,CROWLEY,0.0,20.0,0.0,0.0,0.0,0.0,0.0,,0.0
1835,2010.0,Custer County Sheriff,CUSTER,0.0,43.0,7.0,16.0,0.0,0.0,0.0,,1.0
1836,2010.0,Dacono PD,WELD,0.0,69.0,13.0,42.0,5.0,0.0,2.0,,0.0
1837,2010.0,De Beque PD,MESA,0.0,1.0,0.0,8.0,0.0,0.0,0.0,,0.0
1838,2010.0,Del Norte PD,RIO GRANDE,0.0,0.0,6.0,17.0,1.0,0.0,0.0,,0.0
1839,2010.0,Delta County Sheriff,DELTA,0.0,61.0,33.0,112.0,19.0,0.0,16.0,,0.0
1840,2010.0,Delta PD,DELTA,5.0,85.0,61.0,306.0,14.0,0.0,14.0,,3.0
1841,2010.0,Delta-Montrose Task Force,MONTROSE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
1842,2010.0,Denver PD,DENVER,128.0,4848.0,4503.0,12954.0,3230.0,28.0,738.0,,929.0
1843,2010.0,Dillon PD,SUMMIT,0.0,5.0,1.0,19.0,1.0,0.0,0.0,,0.0
1844,2010.0,Dolores County Sheriff,DOLORES,0.0,6.0,15.0,10.0,3.0,0.0,0.0,,0.0
1845,2010.0,Douglas County Sheriff,DOUGLAS,8.0,504.0,336.0,1445.0,101.0,0.0,362.0,,20.0
1846,2010.0,Durango PD,LA PLATA,1.0,176.0,107.0,657.0,36.0,0.0,36.0,,8.0
1847,2010.0,Eagle County Sheriff,EAGLE,3.0,115.0,91.0,341.0,4.0,0.0,4.0,,1.0
1848,2010.0,Eagle PD,EAGLE,3.0,18.0,21.0,55.0,6.0,0.0,2.0,,0.0
1849,2010.0,Eaton PD,WELD,0.0,3.0,0.0,2.0,1.0,0.0,0.0,,0.0
1850,2010.0,Edgewater PD,JEFFERSON,1.0,51.0,37.0,269.0,24.0,0.0,10.0,,8.0
1851,2010.0,El Paso County Sheriff,EL PASO,26.0,805.0,599.0,1225.0,256.0,4.0,154.0,,30.0
1852,2010.0,Elizabeth PD,ELBERT,0.0,10.0,10.0,28.0,2.0,0.0,0.0,,0.0
1853,2010.0,Empire PD,CLEAR CREEK,0.0,1.0,6.0,5.0,0.0,0.0,0.0,,0.0
1854,2010.0,Englewood PD,ARAPAHOE,8.0,421.0,254.0,1520.0,194.0,1.0,32.0,,27.0
1855,2010.0,Erie PD,WELD,1.0,47.0,43.0,101.0,12.0,0.0,4.0,,1.0
1856,2010.0,Estes Park PD,LARIMER,0.0,21.0,18.0,82.0,2.0,0.0,1.0,,1.0
1857,2010.0,Evans PD,WELD,11.0,114.0,89.0,294.0,31.0,2.0,6.0,,8.0
1858,2010.0,Fairplay PD,PARK,1.0,3.0,3.0,5.0,4.0,0.0,0.0,,0.0
1859,2010.0,Federal Heights PD,ADAMS,7.0,123.0,70.0,370.0,36.0,1.0,28.0,,10.0
1860,2010.0,Firestone PD,WELD,0.0,39.0,23.0,167.0,17.0,0.0,2.0,,1.0
1861,2010.0,Florence PD,FREMONT,0.0,28.0,7.0,33.0,4.0,0.0,0.0,,0.0
1862,2010.0,Fort Collins PD,LARIMER,35.0,1596.0,640.0,3699.0,198.0,0.0,130.0,,50.0
1863,2010.0,Fort Lewis College PD,LA PLATA,2.0,7.0,7.0,47.0,2.0,0.0,2.0,,0.0
1864,2010.0,Fort Lupton PD,WELD,1.0,60.0,33.0,128.0,12.0,0.0,3.0,,4.0
1865,2010.0,Fort Morgan PD,MORGAN,1.0,114.0,47.0,225.0,9.0,1.0,4.0,,7.0
1866,2010.0,Fraser/Winter Park PD,GRAND,1.0,12.0,9.0,27.0,5.0,0.0,0.0,,0.0
1867,2010.0,Frederick PD,WELD,1.0,30.0,35.0,92.0,8.0,0.0,0.0,,2.0
1868,2010.0,Fremont County Sheriff,FREMONT,0.0,68.0,81.0,94.0,13.0,0.0,0.0,,0.0
1869,2010.0,Frisco PD,SUMMIT,0.0,24.0,5.0,43.0,7.0,0.0,4.0,,1.0
1870,2010.0,Fruita PD,MESA,9.0,103.0,52.0,215.0,8.0,1.0,10.0,,1.0
1871,2010.0,Gilpin County Sheriff,GILPIN,1.0,24.0,8.0,16.0,4.0,0.0,0.0,,1.0
1872,2010.0,Glendale PD,ARAPAHOE,2.0,79.0,33.0,377.0,37.0,1.0,2.0,,8.0
1873,2010.0,Glenwood Springs PD,GARFIELD,2.0,109.0,40.0,357.0,6.0,0.0,12.0,,2.0
1874,2010.0,Golden PD,JEFFERSON,4.0,100.0,60.0,336.0,10.0,0.0,4.0,,3.0
1875,2010.0,Granby PD,GRAND,0.0,27.0,7.0,36.0,0.0,1.0,5.0,,0.0
1876,2010.0,Grand County Sheriff,GRAND,0.0,54.0,32.0,95.0,3.0,0.0,0.0,,0.0
1877,2010.0,Grand Junction PD,MESA,11.0,515.0,346.0,1783.0,102.0,2.0,84.0,,34.0
1878,2010.0,Greeley PD,WELD,36.0,1243.0,537.0,2286.0,149.0,1.0,83.0,,56.0
1879,2010.0,Green Mountain Falls PD,EL PASO,0.0,1.0,6.0,6.0,0.0,0.0,0.0,,0.0
1880,2010.0,Greenwood Village PD,ARAPAHOE,4.0,80.0,98.0,443.0,31.0,0.0,12.0,,9.0
1881,2010.0,Gunnison County Sheriff,GUNNISON,0.0,11.0,6.0,13.0,1.0,0.0,0.0,,0.0
1882,2010.0,Gunnison PD,GUNNISON,3.0,81.0,54.0,313.0,7.0,0.0,4.0,,0.0
1883,2010.0,Haxtun PD,PHILLIPS,0.0,4.0,0.0,0.0,0.0,0.0,0.0,,0.0
1884,2010.0,Hayden PD,ROUTT,1.0,8.0,7.0,30.0,0.0,0.0,4.0,,1.0
1885,2010.0,Hinsdale County Sheriff,HINSDALE,0.0,1.0,0.0,18.0,2.0,0.0,0.0,,0.0
1886,2010.0,Holyoke PD,PHILLIPS,0.0,7.0,1.0,20.0,0.0,0.0,2.0,,0.0
1887,2010.0,Hotchkiss PD,DELTA,1.0,14.0,8.0,18.0,2.0,0.0,4.0,,0.0
1888,2010.0,Huerfano County Sheriff,HUERFANO,1.0,10.0,0.0,3.0,2.0,0.0,0.0,,0.0
1889,2010.0,Idaho Springs PD,CLEAR CREEK,1.0,81.0,8.0,81.0,8.0,0.0,2.0,,1.0
1890,2010.0,Ignacio PD,LA PLATA,0.0,6.0,1.0,2.0,0.0,0.0,0.0,,0.0
1891,2010.0,Jackson County Sheriff,JACKSON,0.0,2.0,5.0,5.0,0.0,0.0,0.0,,0.0
1892,2010.0,Jefferson County Sheriff,JEFFERSON,20.0,1023.0,516.0,1982.0,150.0,1.0,59.0,,23.0
1893,2010.0,Johnstown PD,WELD,2.0,54.0,43.0,100.0,11.0,0.0,2.0,,1.0
1894,2010.0,Kersey PD,WELD,0.0,35.0,5.0,18.0,2.0,0.0,2.0,,0.0
1895,2010.0,Kiowa County Sheriff,KIOWA,0.0,5.0,1.0,0.0,0.0,0.0,0.0,,0.0
1896,2010.0,Kiowa PD,ELBERT,1.0,7.0,3.0,13.0,0.0,0.0,2.0,,0.0
1897,2010.0,Kit Carson County Sheriff,KIT CARSON,1.0,16.0,8.0,18.0,4.0,0.0,2.0,,0.0
1898,2010.0,La Junta PD,OTERO,2.0,111.0,50.0,118.0,4.0,0.0,20.0,,4.0
1899,2010.0,La Plata County Sheriff,LA PLATA,1.0,6.0,4.0,16.0,2.0,0.0,0.0,,0.0
1900,2010.0,La Salle PD,WELD,0.0,14.0,10.0,19.0,2.0,0.0,0.0,,0.0
1901,2010.0,Lafayette PD,BOULDER,6.0,185.0,97.0,379.0,9.0,1.0,14.0,,4.0
1902,2010.0,Lake County Sheriff,LAKE,1.0,50.0,9.0,15.0,3.0,1.0,0.0,,0.0
1903,2010.0,Lakeside PD,JEFFERSON,0.0,2.0,2.0,8.0,0.0,0.0,0.0,,1.0
1904,2010.0,Lakewood PD,JEFFERSON,18.0,1890.0,951.0,4503.0,521.0,1.0,192.0,,137.0
1905,2010.0,Lamar PD,PROWERS,0.0,9.0,18.0,106.0,7.0,0.0,0.0,,0.0
1906,2010.0,Larimer County Sheriff,LARIMER,12.0,421.0,204.0,673.0,52.0,1.0,52.0,,15.0
1907,2010.0,Las Animas County Sheriff,LAS ANIMAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
1908,2010.0,Leadville PD,LAKE,0.0,47.0,13.0,25.0,2.0,0.0,2.0,,0.0
1909,2010.0,Limon PD,LINCOLN,0.0,7.0,3.0,6.0,1.0,0.0,0.0,,0.0
1910,2010.0,Lincoln County Sheriff,LINCOLN,0.0,3.0,0.0,1.0,1.0,0.0,0.0,,0.0
1911,2010.0,Littleton PD,ARAPAHOE,3.0,262.0,238.0,851.0,96.0,1.0,6.0,,22.0
1912,2010.0,Logan County Sheriff,LOGAN,1.0,45.0,17.0,42.0,7.0,1.0,4.0,,0.0
1913,2010.0,Lone Tree PD,DOUGLAS,0.0,27.0,19.0,468.0,7.0,0.0,10.0,,5.0
1914,2010.0,Longmont PD,BOULDER,54.0,720.0,329.0,1738.0,138.0,1.0,10.0,,36.0
1915,2010.0,Louisville PD,BOULDER,1.0,53.0,36.0,196.0,7.0,0.0,0.0,,0.0
1916,2010.0,Loveland PD,LARIMER,20.0,328.0,199.0,1325.0,68.0,0.0,42.0,,15.0
1917,2010.0,Mancos PD,MONTEZUMA,2.0,15.0,6.0,11.0,1.0,0.0,2.0,,0.0
1918,2010.0,Manitou Springs PD,EL PASO,1.0,64.0,28.0,168.0,7.0,0.0,4.0,,2.0
1919,2010.0,Meeker PD,RIO BLANCO,1.0,15.0,6.0,25.0,1.0,0.0,0.0,,0.0
1920,2010.0,Mesa County Sheriff,MESA,15.0,540.0,279.0,917.0,76.0,0.0,51.0,,15.0
1921,2010.0,Milliken PD,WELD,0.0,22.0,20.0,38.0,1.0,0.0,2.0,,0.0
1922,2010.0,Mineral County Sheriff,MINERAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
1923,2010.0,Minturn PD,EAGLE,2.0,4.0,2.0,15.0,2.0,0.0,0.0,,0.0
1924,2010.0,Moffat County Sheriff,MOFFAT,3.0,19.0,30.0,15.0,1.0,0.0,0.0,,0.0
1925,2010.0,Monte Vista PD,RIO GRANDE,0.0,54.0,41.0,69.0,1.0,0.0,2.0,,2.0
1926,2010.0,Montezuma County Sheriff,MONTEZUMA,0.0,126.0,48.0,66.0,11.0,2.0,0.0,,1.0
1927,2010.0,Montrose County Sheriff,MONTROSE,1.0,140.0,45.0,106.0,10.0,2.0,6.0,,1.0
1928,2010.0,Montrose PD,MONTROSE,15.0,125.0,96.0,596.0,17.0,2.0,10.0,,5.0
1929,2010.0,Monument PD,EL PASO,1.0,14.0,15.0,87.0,4.0,0.0,2.0,,0.0
1930,2010.0,Morgan County Sheriff,MORGAN,1.0,42.0,10.0,40.0,4.0,1.0,0.0,,0.0
1931,2010.0,Morrison PD,JEFFERSON,0.0,6.0,1.0,6.0,0.0,0.0,0.0,,0.0
1932,2010.0,Mountain View PD,JEFFERSON,0.0,1.0,4.0,0.0,4.0,0.0,0.0,,0.0
1933,2010.0,Nederland PD,BOULDER,0.0,7.0,4.0,10.0,0.0,0.0,0.0,,0.0
1934,2010.0,New Castle PD,GARFIELD,0.0,12.0,3.0,33.0,1.0,0.0,2.0,,0.0
1935,2010.0,Northglenn PD,ADAMS,6.0,296.0,149.0,789.0,113.0,2.0,26.0,,7.0
1936,2010.0,Olathe PD,MONTROSE,0.0,8.0,8.0,12.0,1.0,0.0,0.0,,0.0
1937,2010.0,Otero County Sheriff,OTERO,0.0,24.0,12.0,30.0,1.0,0.0,2.0,,0.0
1938,2010.0,Ouray PD,OURAY,0.0,9.0,5.0,17.0,0.0,0.0,0.0,,0.0
1939,2010.0,Pagosa Springs PD,ARCHULETA,0.0,35.0,15.0,82.0,4.0,0.0,2.0,,1.0
1940,2010.0,Palisade PD,MESA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
1941,2010.0,Paonia PD,DELTA,0.0,5.0,3.0,11.0,1.0,0.0,0.0,,0.0
1942,2010.0,Parachute PD,GARFIELD,0.0,7.0,6.0,7.0,2.0,0.0,2.0,,0.0
1943,2010.0,Park County Sheriff,PARK,3.0,89.0,48.0,67.0,14.0,0.0,4.0,,0.0
1944,2010.0,Parker PD,DOUGLAS,3.0,128.0,98.0,402.0,23.0,0.0,18.0,,9.0
1945,2010.0,Phillips County Sheriff,PHILLIPS,0.0,5.0,2.0,9.0,0.0,0.0,2.0,,0.0
1946,2010.0,Pikes Peak Community College PD,EL PASO,0.0,3.0,0.0,26.0,0.0,0.0,0.0,,0.0
1947,2010.0,Pitkin County Sheriff,PITKIN,0.0,46.0,12.0,41.0,4.0,0.0,0.0,,0.0
1948,2010.0,Platteville PD,WELD,0.0,9.0,2.0,21.0,4.0,0.0,0.0,,0.0
1949,2010.0,Prowers County Sheriff,PROWERS,0.0,6.0,11.0,28.0,2.0,0.0,6.0,,0.0
1950,2010.0,Pueblo County Sheriff,PUEBLO,2.0,354.0,338.0,1199.0,67.0,3.0,0.0,,7.0
1951,2010.0,Pueblo PD,PUEBLO,51.0,2112.0,1625.0,2906.0,450.0,1.0,62.0,,157.0
1952,2010.0,Rangely PD,RIO BLANCO,0.0,8.0,1.0,20.0,0.0,0.0,0.0,,0.0
1953,2010.0,Red Rocks Community College PD,JEFFERSON,0.0,0.0,0.0,20.0,1.0,0.0,0.0,,0.0
1954,2010.0,Rio Blanco County Sheriff,RIO BLANCO,0.0,4.0,4.0,7.0,0.0,0.0,0.0,,0.0
1955,2010.0,Rio Grande County Sheriff,RIO GRANDE,0.0,43.0,8.0,6.0,4.0,0.0,6.0,,0.0
1956,2010.0,Rocky Ford PD,OTERO,0.0,53.0,49.0,78.0,2.0,0.0,0.0,,1.0
1957,2010.0,Routt County Sheriff,ROUTT,0.0,16.0,14.0,32.0,6.0,0.0,0.0,,0.0
1958,2010.0,Saguache County Sheriff,SAGUACHE,0.0,20.0,11.0,15.0,1.0,0.0,0.0,,0.0
1959,2010.0,Salida PD,CHAFFEE,1.0,43.0,13.0,137.0,4.0,0.0,4.0,,0.0
1960,2010.0,San Juan County Sheriff,SAN JUAN,0.0,5.0,1.0,13.0,1.0,0.0,2.0,,0.0
1961,2010.0,San Miguel County Sheriff,SAN MIGUEL,0.0,11.0,2.0,15.0,2.0,0.0,0.0,,0.0
1962,2010.0,Sedgwick County Sheriff,SEDGWICK,0.0,1.0,2.0,7.0,0.0,0.0,0.0,,0.0
1963,2010.0,Sheridan PD,ARAPAHOE,2.0,118.0,62.0,274.0,48.0,1.0,20.0,,7.0
1964,2010.0,Silt PD,GARFIELD,0.0,18.0,6.0,26.0,5.0,0.0,2.0,,0.0
1965,2010.0,Silverthorne PD,SUMMIT,2.0,41.0,19.0,121.0,4.0,1.0,4.0,,1.0
1966,2010.0,Snowmass Village PD,PITKIN,1.0,11.0,2.0,50.0,2.0,0.0,0.0,,0.0
1967,2010.0,Southwest Task Force,LA PLATA,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0
1968,2010.0,Springfield PD,BACA,0.0,15.0,1.0,4.0,2.0,0.0,2.0,,0.0
1969,2010.0,Steamboat Springs PD,ROUTT,1.0,120.0,41.0,257.0,13.0,0.0,12.0,,1.0
1970,2010.0,Sterling PD,LOGAN,2.0,117.0,118.0,294.0,21.0,0.0,32.0,,0.0
1971,2010.0,Summit County Sheriff,SUMMIT,1.0,111.0,24.0,250.0,22.0,0.0,10.0,,1.0
1972,2010.0,Teller County Sheriff,TELLER,8.0,63.0,41.0,40.0,4.0,0.0,2.0,,1.0
1973,2010.0,Telluride PD,SAN MIGUEL,0.0,22.0,22.0,144.0,4.0,0.0,2.0,,1.0
1974,2010.0,Thornton PD,ADAMS,18.0,1173.0,555.0,2766.0,304.0,5.0,85.0,,55.0
1975,2010.0,Timnath PD,LARIMER,0.0,1.0,0.0,19.0,2.0,0.0,0.0,,0.0
1976,2010.0,Trinidad PD,LAS ANIMAS,1.0,68.0,35.0,116.0,12.0,0.0,0.0,,0.0
1977,2010.0,Univ. Colorado - Boulder PD,BOULDER,4.0,42.0,26.0,646.0,6.0,0.0,6.0,,1.0
1978,2010.0,Univ. Colorado - Colo. Spgs. PD,EL PASO,0.0,5.0,5.0,70.0,0.0,0.0,0.0,,0.0
1979,2010.0,Univ. Colorado - Denver PD,ADAMS,1.0,11.0,11.0,52.0,0.0,0.0,0.0,,0.0
1980,2010.0,Univ. Northern Colorado PD,WELD,0.0,4.0,13.0,179.0,2.0,0.0,2.0,,0.0
1981,2010.0,Vail PD,EAGLE,0.0,50.0,43.0,305.0,3.0,0.0,2.0,,0.0
1982,2010.0,Victor PD,TELLER,0.0,14.0,3.0,2.0,0.0,0.0,2.0,,0.0
1983,2010.0,Walsenburg PD,HUERFANO,2.0,35.0,32.0,62.0,3.0,0.0,0.0,,2.0
1984,2010.0,Walsh PD,BACA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
1985,2010.0,Washington County Sheriff,WASHINGTON,1.0,34.0,16.0,61.0,5.0,0.0,4.0,,0.0
1986,2010.0,Weld County Sheriff,WELD,9.0,454.0,236.0,513.0,81.0,0.0,24.0,,7.0
1987,2010.0,Westminster PD,ADAMS,12.0,645.0,530.0,2405.0,326.0,1.0,68.0,,48.0
1988,2010.0,Wheat Ridge PD,JEFFERSON,6.0,295.0,242.0,947.0,134.0,0.0,44.0,,31.0
1989,2010.0,Windsor PD,WELD,4.0,53.0,47.0,198.0,6.0,0.0,10.0,,0.0
1990,2010.0,Woodland Park PD,TELLER,2.0,29.0,6.0,63.0,0.0,0.0,0.0,,1.0
1991,2010.0,Wray PD,YUMA,0.0,8.0,0.0,9.0,0.0,0.0,0.0,,0.0
1992,2010.0,Yuma County Sheriff,YUMA,0.0,13.0,2.0,21.0,0.0,0.0,0.0,,0.0
1993,2010.0,Yuma PD,YUMA,1.0,11.0,10.0,27.0,1.0,0.0,0.0,,0.0
1994,2011.0,Adams County Sheriff,ADAMS,20.0,885.0,625.0,1437.0,360.0,2.0,114.0,,59.0
1995,2011.0,Adams State College PD,ALAMOSA,3.0,10.0,23.0,36.0,0.0,0.0,2.0,,0.0
1996,2011.0,Alamosa County Sheriff,ALAMOSA,0.0,13.0,10.0,27.0,0.0,0.0,0.0,,0.0
1997,2011.0,Alamosa PD,ALAMOSA,4.0,150.0,92.0,477.0,10.0,1.0,22.0,,5.0
1998,2011.0,Arapahoe Community College PD,ARAPAHOE,0.0,0.0,0.0,4.0,0.0,0.0,0.0,,0.0
1999,2011.0,Arapahoe County Sheriff,ARAPAHOE,19.0,589.0,350.0,856.0,107.0,1.0,59.0,,45.0
2000,2011.0,Archuleta County Sheriff,ARCHULETA,0.0,50.0,55.0,39.0,4.0,3.0,4.0,,0.0
2001,2011.0,Arvada PD,JEFFERSON,29.0,543.0,304.0,2056.0,189.0,1.0,50.0,,34.0
2002,2011.0,Aspen PD,PITKIN,0.0,88.0,22.0,246.0,4.0,0.0,0.0,,0.0
2003,2011.0,Ault PD,WELD,0.0,31.0,9.0,17.0,0.0,0.0,0.0,,0.0
2004,2011.0,Aurora PD,ARAPAHOE,87.0,3876.0,2153.0,6896.0,872.0,12.0,376.0,,507.0
2005,2011.0,Avon PD,EAGLE,2.0,38.0,22.0,159.0,4.0,0.0,8.0,,0.0
2006,2011.0,Baca County Sheriff,BACA,0.0,4.0,3.0,3.0,0.0,0.0,0.0,,0.0
2007,2011.0,Basalt PD,EAGLE,0.0,18.0,10.0,37.0,1.0,0.0,0.0,,0.0
2008,2011.0,Bayfield PD,LA PLATA,1.0,8.0,1.0,4.0,1.0,0.0,0.0,,0.0
2009,2011.0,Bent County Sheriff,BENT,1.0,6.0,7.0,19.0,0.0,0.0,0.0,,1.0
2010,2011.0,Berthoud PD,LARIMER,3.0,14.0,7.0,59.0,5.0,0.0,0.0,,0.0
2011,2011.0,Black Hawk PD,GILPIN,3.0,36.0,1.0,151.0,3.0,0.0,0.0,,3.0
2012,2011.0,Blue River PD,SUMMIT,0.0,8.0,0.0,0.0,1.0,0.0,0.0,,0.0
2013,2011.0,Boulder County Sheriff,BOULDER,16.0,190.0,164.0,360.0,30.0,1.0,22.0,,1.0
2014,2011.0,Boulder PD,BOULDER,55.0,769.0,467.0,1905.0,125.0,2.0,70.0,,35.0
2015,2011.0,Bow Mar PD,ARAPAHOE,0.0,0.0,1.0,9.0,2.0,0.0,0.0,,0.0
2016,2011.0,Breckenridge PD,SUMMIT,0.0,54.0,22.0,298.0,0.0,0.0,8.0,,0.0
2017,2011.0,Brighton PD,ADAMS,13.0,286.0,150.0,879.0,65.0,0.0,35.0,,4.0
2018,2011.0,Broomfield PD,BROOMFIELD,7.0,159.0,81.0,977.0,46.0,0.0,16.0,,7.0
2019,2011.0,Brush PD,MORGAN,1.0,16.0,16.0,53.0,1.0,0.0,0.0,,0.0
2020,2011.0,Buena Vista PD,CHAFFEE,0.0,6.0,0.0,11.0,0.0,0.0,0.0,,0.0
2021,2011.0,Burlington PD,KIT CARSON,0.0,30.0,13.0,52.0,5.0,2.0,0.0,,0.0
2022,2011.0,Campo PD,BACA,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0
2023,2011.0,Canon City PD,FREMONT,7.0,213.0,96.0,351.0,25.0,2.0,40.0,,5.0
2024,2011.0,Carbondale PD,GARFIELD,0.0,31.0,5.0,92.0,3.0,0.0,2.0,,0.0
2025,2011.0,Castle Rock PD,DOUGLAS,3.0,132.0,74.0,397.0,10.0,2.0,18.0,,6.0
2026,2011.0,Cedaredge PD,DELTA,0.0,9.0,10.0,27.0,1.0,0.0,0.0,,1.0
2027,2011.0,Centennial PD,ARAPAHOE,19.0,360.0,325.0,956.0,71.0,0.0,54.0,,23.0
2028,2011.0,Center PD,SAGUACHE,2.0,36.0,46.0,40.0,2.0,0.0,0.0,,2.0
2029,2011.0,Central City PD,GILPIN,0.0,6.0,0.0,8.0,1.0,0.0,0.0,,0.0
2030,2011.0,Chaffee County Sheriff,CHAFFEE,2.0,29.0,16.0,68.0,5.0,0.0,4.0,,0.0
