,year,police_dept,county,Arson,Assaults,Burglary,Larceny/Theft,Motor Vehicle Theft,Murder/Manslaughter,Negligent Manslaughter,Rape,Robbery
0,2001.0,Adams County Sheriff,ADAMS,60.0,906.0,794.0,2647.0,727.0,6.0,102.0,,58.0
1,2001.0,Adams State College PD,ALAMOSA,2.0,5.0,4.0,51.0,1.0,0.0,0.0,,0.0
2,2001.0,Alamosa County Sheriff,ALAMOSA,0.0,31.0,0.0,28.0,0.0,0.0,4.0,,0.0
3,2001.0,Alamosa PD,ALAMOSA,3.0,96.0,45.0,307.0,18.0,0.0,12.0,,2.0
4,2001.0,Arapahoe Community College PD,ARAPAHOE,0.0,3.0,3.0,23.0,2.0,0.0,0.0,,0.0
5,2001.0,Arapahoe County Sheriff,ARAPAHOE,71.0,544.0,815.0,1787.0,346.0,0.0,54.0,,36.0
6,2001.0,Archuleta County Sheriff,ARCHULETA,2.0,34.0,73.0,101.0,15.0,0.0,2.0,,3.0
7,2001.0,Arvada PD,JEFFERSON,40.0,595.0,466.0,2783.0,345.0,0.0,47.0,,37.0
8,2001.0,Aspen PD,PITKIN,2.0,61.0,66.0,420.0,26.0,0.0,12.0,,2.0
9,2001.0,Aurora PD,ARAPAHOE,101.0,3176.0,1834.0,10871.0,0.0,17.0,225.0,,0.0
10,2001.0,Avon PD,EAGLE,4.0,93.0,55.0,200.0,15.0,0.0,6.0,,4.0
11,2001.0,Baca County Sheriff,BACA,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,0.0
12,2001.0,Basalt PD,EAGLE,0.0,15.0,7.0,88.0,4.0,0.0,0.0,,1.0
13,2001.0,Bayfield PD,LA PLATA,0.0,3.0,5.0,8.0,1.0,0.0,0.0,,0.0
14,2001.0,Bent County Sheriff,BENT,0.0,2.0,1.0,9.0,0.0,1.0,4.0,,0.0
15,2001.0,Berthoud PD,LARIMER,0.0,9.0,5.0,53.0,0.0,0.0,0.0,,0.0
16,2001.0,Black Hawk PD,GILPIN,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0
17,2001.0,Boulder County Sheriff,BOULDER,46.0,276.0,280.0,354.0,59.0,0.0,55.0,,6.0
18,2001.0,Boulder PD,BOULDER,88.0,666.0,573.0,3145.0,211.0,0.0,60.0,,49.0
19,2001.0,Bow Mar PD,ARAPAHOE,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0
20,2001.0,Breckenridge PD,SUMMIT,0.0,23.0,19.0,74.0,7.0,0.0,0.0,,2.0
21,2001.0,Broomfield PD,BROOMFIELD,15.0,288.0,167.0,1425.0,103.0,0.0,32.0,,13.0
22,2001.0,Brush PD,MORGAN,0.0,69.0,5.0,120.0,7.0,0.0,4.0,,0.0
23,2001.0,Buena Vista PD,CHAFFEE,0.0,10.0,7.0,56.0,3.0,0.0,0.0,,1.0
24,2001.0,Burlington PD,KIT CARSON,0.0,32.0,21.0,118.0,8.0,0.0,2.0,,0.0
25,2001.0,Castle Rock PD,DOUGLAS,1.0,35.0,21.0,70.0,4.0,0.0,0.0,,0.0
26,2001.0,Cedaredge PD,DELTA,5.0,19.0,15.0,64.0,1.0,0.0,0.0,,0.0
27,2001.0,Center PD,SAGUACHE,0.0,24.0,21.0,18.0,2.0,1.0,0.0,,1.0
28,2001.0,Central City PD,GILPIN,0.0,4.0,4.0,10.0,0.0,0.0,2.0,,0.0
29,2001.0,Chaffee County Sheriff,CHAFFEE,1.0,28.0,13.0,79.0,3.0,0.0,10.0,,0.0
30,2001.0,Cherry Hills Village PD,ARAPAHOE,2.0,10.0,10.0,45.0,3.0,0.0,0.0,,0.0
31,2001.0,Cheyenne County Sheriff,CHEYENNE,1.0,15.0,2.0,22.0,2.0,0.0,2.0,,0.0
32,2001.0,Clear Creek County Sheriff,CLEAR CREEK,0.0,53.0,18.0,72.0,8.0,1.0,2.0,,0.0
33,2001.0,Colorado School of Mines PD,JEFFERSON,0.0,6.0,3.0,45.0,3.0,0.0,0.0,,0.0
34,2001.0,Colorado Springs PD,EL PASO,137.0,3261.0,3070.0,13155.0,1343.0,14.0,517.0,,494.0
35,2001.0,Colorado State Univ. - Fort Collins PD,LARIMER,14.0,14.0,18.0,526.0,3.0,0.0,14.0,,0.0
36,2001.0,Columbine Valley PD,ARAPAHOE,1.0,1.0,2.0,10.0,1.0,0.0,0.0,,0.0
37,2001.0,Commerce City PD,ADAMS,12.0,435.0,315.0,1271.0,350.0,4.0,20.0,,41.0
38,2001.0,Conejos County Sheriff,CONEJOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
39,2001.0,Cortez PD,MONTEZUMA,0.0,86.0,41.0,340.0,11.0,0.0,0.0,,0.0
40,2001.0,Costilla County Sheriff,COSTILLA,0.0,21.0,31.0,42.0,1.0,0.0,2.0,,0.0
41,2001.0,Craig PD,MOFFAT,4.0,146.0,52.0,257.0,12.0,0.0,12.0,,0.0
42,2001.0,Crested Butte PD,GUNNISON,0.0,4.0,12.0,11.0,13.0,0.0,0.0,,0.0
43,2001.0,Cripple Creek PD,TELLER,2.0,43.0,3.0,83.0,0.0,0.0,2.0,,0.0
44,2001.0,Crowley County Sheriff,CROWLEY,0.0,28.0,1.0,2.0,0.0,0.0,0.0,,0.0
45,2001.0,Custer County Sheriff,CUSTER,1.0,9.0,11.0,35.0,4.0,0.0,0.0,,0.0
46,2001.0,De Beque PD,MESA,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0
47,2001.0,Delta County Sheriff,DELTA,3.0,12.0,22.0,67.0,6.0,0.0,4.0,,0.0
48,2001.0,Delta PD,DELTA,2.0,13.0,8.0,44.0,1.0,0.0,0.0,,1.0
49,2001.0,Denver PD,DENVER,345.0,3151.0,5642.0,14621.0,6935.0,45.0,636.0,,1250.0
50,2001.0,Dillon PD,SUMMIT,0.0,12.0,10.0,125.0,2.0,0.0,0.0,,1.0
51,2001.0,Dolores County Sheriff,DOLORES,0.0,13.0,4.0,18.0,3.0,0.0,0.0,,0.0
52,2001.0,Douglas County Sheriff,DOUGLAS,23.0,372.0,0.0,1723.0,0.0,6.0,31.0,,0.0
53,2001.0,Durango PD,LA PLATA,12.0,197.0,106.0,740.0,41.0,0.0,34.0,,7.0
54,2001.0,Eagle County Sheriff,EAGLE,5.0,126.0,80.0,533.0,9.0,1.0,10.0,,0.0
55,2001.0,Eaton PD,WELD,2.0,12.0,7.0,62.0,3.0,0.0,0.0,,0.0
56,2001.0,El Paso County Sheriff,EL PASO,33.0,856.0,621.0,1534.0,184.0,5.0,68.0,,15.0
57,2001.0,Elbert County Sheriff,ELBERT,1.0,11.0,4.0,10.0,1.0,0.0,2.0,,0.0
58,2001.0,Elizabeth PD,ELBERT,0.0,9.0,6.0,29.0,1.0,1.0,0.0,,0.0
59,2001.0,Empire PD,CLEAR CREEK,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0
60,2001.0,Englewood PD,ARAPAHOE,18.0,326.0,290.0,1561.0,453.0,1.0,34.0,,44.0
61,2001.0,Erie PD,WELD,3.0,43.0,27.0,72.0,12.0,0.0,0.0,,2.0
62,2001.0,Estes Park PD,LARIMER,0.0,31.0,29.0,161.0,8.0,0.0,10.0,,0.0
63,2001.0,Evans PD,WELD,0.0,150.0,172.0,385.0,31.0,1.0,14.0,,10.0
64,2001.0,Federal Heights PD,ADAMS,1.0,125.0,96.0,571.0,161.0,0.0,4.0,,17.0
65,2001.0,Firestone PD,WELD,0.0,4.0,5.0,13.0,1.0,0.0,2.0,,0.0
66,2001.0,Florence PD,FREMONT,0.0,40.0,15.0,50.0,7.0,1.0,8.0,,0.0
67,2001.0,Fort Collins PD,LARIMER,36.0,1161.0,662.0,3448.0,216.0,0.0,173.0,,35.0
68,2001.0,Fort Lewis College PD,LA PLATA,8.0,10.0,25.0,101.0,1.0,0.0,4.0,,0.0
69,2001.0,Fort Morgan PD,MORGAN,1.0,109.0,47.0,443.0,25.0,0.0,12.0,,0.0
70,2001.0,Fountain PD,EL PASO,2.0,52.0,16.0,103.0,12.0,0.0,4.0,,1.0
71,2001.0,Frederick PD,WELD,0.0,8.0,16.0,25.0,0.0,0.0,0.0,,0.0
72,2001.0,Fremont County Sheriff,FREMONT,2.0,88.0,66.0,147.0,13.0,1.0,8.0,,1.0
73,2001.0,Frisco PD,SUMMIT,0.0,39.0,22.0,127.0,3.0,0.0,2.0,,1.0
74,2001.0,Garfield County Sheriff,GARFIELD,1.0,75.0,9.0,10.0,4.0,0.0,0.0,,1.0
75,2001.0,Georgetown PD,CLEAR CREEK,0.0,12.0,1.0,4.0,1.0,0.0,0.0,,0.0
76,2001.0,Gilpin County Sheriff,GILPIN,0.0,22.0,8.0,77.0,1.0,1.0,0.0,,0.0
77,2001.0,Glendale PD,ARAPAHOE,0.0,86.0,24.0,529.0,54.0,1.0,2.0,,15.0
78,2001.0,Glenwood Springs PD,GARFIELD,1.0,113.0,83.0,607.0,32.0,0.0,12.0,,9.0
79,2001.0,Golden PD,JEFFERSON,12.0,112.0,93.0,572.0,67.0,0.0,6.0,,4.0
80,2001.0,Grand County Sheriff,GRAND,1.0,80.0,26.0,344.0,19.0,0.0,0.0,,0.0
81,2001.0,Grand Junction PD,MESA,33.0,463.0,468.0,2788.0,137.0,1.0,40.0,,26.0
82,2001.0,Greeley PD,WELD,23.0,838.0,557.0,3190.0,257.0,4.0,90.0,,47.0
83,2001.0,Green Mountain Falls PD,EL PASO,1.0,27.0,3.0,7.0,0.0,0.0,2.0,,0.0
84,2001.0,Greenwood Village PD,ARAPAHOE,7.0,93.0,100.0,655.0,64.0,0.0,8.0,,15.0
85,2001.0,Gunnison County Sheriff,GUNNISON,0.0,0.0,6.0,25.0,1.0,0.0,0.0,,0.0
86,2001.0,Gunnison PD,GUNNISON,5.0,90.0,31.0,281.0,11.0,0.0,4.0,,1.0
87,2001.0,Haxtun PD,PHILLIPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
88,2001.0,Hinsdale County Sheriff,HINSDALE,0.0,3.0,3.0,14.0,0.0,0.0,0.0,,0.0
89,2001.0,Holyoke PD,PHILLIPS,0.0,5.0,1.0,7.0,0.0,0.0,0.0,,0.0
90,2001.0,Huerfano County Sheriff,HUERFANO,1.0,18.0,13.0,41.0,3.0,0.0,0.0,,0.0
91,2001.0,Idaho Springs PD,CLEAR CREEK,1.0,51.0,14.0,106.0,17.0,0.0,2.0,,0.0
92,2001.0,Ignacio PD,LA PLATA,0.0,32.0,3.0,13.0,1.0,0.0,0.0,,0.0
93,2001.0,Jackson County Sheriff,JACKSON,0.0,15.0,3.0,16.0,2.0,0.0,0.0,,0.0
94,2001.0,Jefferson County Sheriff,JEFFERSON,31.0,494.0,611.0,1942.0,237.0,0.0,38.0,,12.0
95,2001.0,Johnstown PD,WELD,2.0,29.0,15.0,65.0,8.0,0.0,2.0,,0.0
96,2001.0,Kersey PD,WELD,0.0,10.0,2.0,25.0,0.0,0.0,0.0,,0.0
97,2001.0,Kiowa County Sheriff,KIOWA,0.0,3.0,2.0,2.0,0.0,0.0,2.0,,0.0
98,2001.0,Kit Carson County Sheriff,KIT CARSON,0.0,11.0,13.0,34.0,6.0,0.0,2.0,,0.0
99,2001.0,La Junta PD,OTERO,5.0,124.0,32.0,273.0,18.0,0.0,12.0,,0.0
100,2001.0,La Plata County Sheriff,LA PLATA,0.0,143.0,98.0,225.0,14.0,0.0,37.0,,0.0
101,2001.0,La Salle PD,WELD,0.0,23.0,13.0,61.0,3.0,0.0,2.0,,0.0
102,2001.0,Lafayette PD,BOULDER,24.0,216.0,107.0,462.0,40.0,0.0,14.0,,5.0
103,2001.0,Lake County Sheriff,LAKE,0.0,25.0,13.0,34.0,4.0,0.0,0.0,,0.0
104,2001.0,Lakeside PD,JEFFERSON,2.0,7.0,1.0,111.0,1.0,0.0,0.0,,1.0
105,2001.0,Lakewood PD,JEFFERSON,58.0,1572.0,1035.0,5829.0,1081.0,6.0,102.0,,164.0
106,2001.0,Lamar PD,PROWERS,0.0,17.0,68.0,249.0,2.0,0.0,0.0,,2.0
107,2001.0,Larimer County Sheriff,LARIMER,28.0,401.0,332.0,895.0,88.0,2.0,42.0,,3.0
108,2001.0,Las Animas PD,BENT,2.0,39.0,15.0,49.0,7.0,0.0,2.0,,0.0
109,2001.0,Leadville PD,LAKE,0.0,45.0,4.0,78.0,7.0,0.0,0.0,,0.0
110,2001.0,Limon PD,LINCOLN,0.0,5.0,4.0,20.0,3.0,0.0,2.0,,0.0
111,2001.0,Lincoln County Sheriff,LINCOLN,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0
112,2001.0,Littleton PD,ARAPAHOE,5.0,334.0,243.0,992.0,186.0,1.0,4.0,,13.0
113,2001.0,Lochbuie PD,WELD,0.0,8.0,2.0,13.0,2.0,0.0,0.0,,1.0
114,2001.0,Logan County Sheriff,LOGAN,4.0,41.0,42.0,52.0,6.0,1.0,4.0,,0.0
115,2001.0,Lone Tree PD,DOUGLAS,0.0,22.0,0.0,283.0,0.0,0.0,1.0,,0.0
116,2001.0,Louisville PD,BOULDER,0.0,85.0,56.0,320.0,27.0,0.0,8.0,,2.0
117,2001.0,Loveland PD,LARIMER,13.0,350.0,233.0,1260.0,73.0,0.0,32.0,,6.0
118,2001.0,Mancos PD,MONTEZUMA,1.0,7.0,6.0,11.0,5.0,0.0,0.0,,1.0
119,2001.0,Manitou Springs PD,EL PASO,3.0,59.0,28.0,116.0,7.0,0.0,4.0,,1.0
120,2001.0,Meeker PD,RIO BLANCO,0.0,13.0,15.0,61.0,0.0,0.0,2.0,,1.0
121,2001.0,Mesa County Sheriff,MESA,9.0,438.0,309.0,974.0,106.0,0.0,4.0,,1.0
122,2001.0,Milliken PD,WELD,3.0,15.0,7.0,61.0,5.0,0.0,0.0,,0.0
123,2001.0,Mineral County Sheriff,MINERAL,0.0,0.0,11.0,4.0,0.0,0.0,0.0,,0.0
124,2001.0,Monte Vista PD,RIO GRANDE,0.0,79.0,44.0,130.0,5.0,0.0,2.0,,2.0
125,2001.0,Montezuma County Sheriff,MONTEZUMA,1.0,42.0,12.0,121.0,4.0,1.0,0.0,,0.0
126,2001.0,Montrose County Sheriff,MONTROSE,1.0,63.0,31.0,32.0,6.0,0.0,2.0,,0.0
127,2001.0,Montrose PD,MONTROSE,6.0,99.0,80.0,490.0,29.0,1.0,14.0,,0.0
128,2001.0,Morgan County Sheriff,MORGAN,0.0,19.0,14.0,63.0,3.0,0.0,0.0,,1.0
129,2001.0,Morrison PD,JEFFERSON,0.0,0.0,1.0,27.0,1.0,0.0,0.0,,1.0
130,2001.0,Mountain View PD,JEFFERSON,0.0,2.0,0.0,1.0,1.0,0.0,0.0,,1.0
131,2001.0,New Castle PD,GARFIELD,2.0,9.0,5.0,30.0,2.0,0.0,2.0,,0.0
132,2001.0,Northglenn PD,ADAMS,19.0,402.0,210.0,1222.0,190.0,0.0,16.0,,20.0
133,2001.0,Olathe PD,MONTROSE,0.0,1.0,0.0,5.0,1.0,0.0,2.0,,0.0
134,2001.0,Ouray PD,OURAY,0.0,2.0,2.0,8.0,2.0,0.0,0.0,,0.0
135,2001.0,Pagosa Springs PD,ARCHULETA,0.0,24.0,34.0,122.0,7.0,0.0,0.0,,0.0
136,2001.0,Palisade PD,MESA,1.0,16.0,7.0,41.0,0.0,0.0,0.0,,1.0
137,2001.0,Palmer Lake PD,EL PASO,2.0,13.0,10.0,29.0,1.0,0.0,0.0,,1.0
138,2001.0,Parachute PD,GARFIELD,0.0,15.0,8.0,41.0,2.0,0.0,0.0,,0.0
139,2001.0,Park County Sheriff,PARK,3.0,99.0,39.0,95.0,17.0,4.0,5.0,,0.0
140,2001.0,Parker PD,DOUGLAS,4.0,84.0,154.0,389.0,27.0,0.0,0.0,,5.0
141,2001.0,Phillips County Sheriff,PHILLIPS,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0
142,2001.0,Pikes Peak Community College PD,EL PASO,1.0,3.0,3.0,30.0,0.0,0.0,0.0,,1.0
143,2001.0,Pitkin County Sheriff,PITKIN,1.0,28.0,28.0,111.0,14.0,1.0,12.0,,1.0
144,2001.0,Platteville PD,WELD,0.0,3.0,2.0,19.0,0.0,0.0,0.0,,1.0
145,2001.0,Prowers County Sheriff,PROWERS,0.0,20.0,9.0,33.0,3.0,0.0,0.0,,0.0
146,2001.0,Pueblo County Sheriff,PUEBLO,3.0,646.0,264.0,755.0,36.0,2.0,4.0,,5.0
147,2001.0,Pueblo PD,PUEBLO,0.0,162.0,0.0,4.0,0.0,0.0,0.0,,0.0
148,2001.0,Rangely PD,RIO BLANCO,0.0,47.0,8.0,40.0,4.0,0.0,0.0,,0.0
149,2001.0,Red Rocks Community College PD,JEFFERSON,0.0,2.0,1.0,15.0,0.0,0.0,0.0,,0.0
150,2001.0,Rio Blanco County Sheriff,RIO BLANCO,0.0,7.0,3.0,12.0,2.0,0.0,0.0,,0.0
151,2001.0,Rio Grande County Sheriff,RIO GRANDE,1.0,12.0,32.0,29.0,5.0,0.0,2.0,,0.0
152,2001.0,Rocky Ford PD,OTERO,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0
153,2001.0,Routt County Sheriff,ROUTT,0.0,31.0,6.0,64.0,4.0,0.0,4.0,,0.0
154,2001.0,Saguache County Sheriff,SAGUACHE,0.0,14.0,9.0,28.0,2.0,0.0,2.0,,0.0
155,2001.0,Salida PD,CHAFFEE,1.0,69.0,17.0,169.0,5.0,0.0,2.0,,1.0
156,2001.0,San Juan County Sheriff,SAN JUAN,0.0,7.0,4.0,19.0,2.0,0.0,0.0,,0.0
157,2001.0,San Miguel County Sheriff,SAN MIGUEL,1.0,3.0,18.0,42.0,5.0,0.0,0.0,,0.0
158,2001.0,Sedgwick County Sheriff,SEDGWICK,0.0,6.0,10.0,47.0,2.0,0.0,2.0,,2.0
159,2001.0,Sheridan PD,ARAPAHOE,5.0,185.0,46.0,146.0,52.0,1.0,16.0,,10.0
160,2001.0,Silt PD,GARFIELD,1.0,18.0,2.0,0.0,0.0,0.0,0.0,,0.0
161,2001.0,Silverthorne PD,SUMMIT,0.0,24.0,36.0,126.0,10.0,0.0,14.0,,0.0
162,2001.0,Snowmass Village PD,PITKIN,0.0,10.0,12.0,122.0,6.0,0.0,0.0,,0.0
163,2001.0,Springfield PD,BACA,0.0,7.0,2.0,4.0,1.0,0.0,0.0,,0.0
164,2001.0,Steamboat Springs PD,ROUTT,2.0,85.0,83.0,281.0,22.0,0.0,2.0,,1.0
165,2001.0,Sterling PD,LOGAN,6.0,71.0,83.0,473.0,16.0,0.0,12.0,,0.0
166,2001.0,Stratton PD,KIT CARSON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
167,2001.0,Summit County Sheriff,SUMMIT,2.0,102.0,67.0,631.0,36.0,0.0,10.0,,3.0
168,2001.0,Teller County Sheriff,TELLER,3.0,31.0,47.0,69.0,6.0,0.0,2.0,,0.0
169,2001.0,Telluride PD,SAN MIGUEL,0.0,14.0,24.0,217.0,11.0,0.0,0.0,,0.0
170,2001.0,Thornton PD,ADAMS,0.0,627.0,606.0,3464.0,535.0,1.0,64.0,,50.0
171,2001.0,Univ. Colorado - Boulder PD,BOULDER,25.0,45.0,139.0,571.0,17.0,0.0,10.0,,1.0
172,2001.0,Univ. Colorado - Colo. Spgs. PD,EL PASO,1.0,6.0,13.0,76.0,4.0,0.0,0.0,,1.0
173,2001.0,Univ. Colorado Health SC Center PD - Denver,DENVER,1.0,48.0,13.0,305.0,2.0,0.0,0.0,,0.0
174,2001.0,Univ. Northern Colorado PD,WELD,3.0,6.0,30.0,234.0,1.0,0.0,12.0,,0.0
175,2001.0,Vail PD,EAGLE,0.0,135.0,0.0,771.0,26.0,0.0,2.0,,3.0
176,2001.0,Walsenburg PD,HUERFANO,0.0,58.0,21.0,80.0,6.0,0.0,0.0,,1.0
177,2001.0,Washington County Sheriff,WASHINGTON,0.0,3.0,8.0,19.0,1.0,0.0,0.0,,0.0
178,2001.0,Weld County Sheriff,WELD,19.0,470.0,323.0,550.0,132.0,1.0,40.0,,8.0
179,2001.0,Wheat Ridge PD,JEFFERSON,16.0,309.0,229.0,1316.0,283.0,1.0,44.0,,36.0
180,2001.0,Windsor PD,WELD,0.0,3.0,5.0,5.0,2.0,1.0,8.0,,1.0
181,2001.0,Woodland Park PD,TELLER,0.0,47.0,34.0,82.0,2.0,0.0,2.0,,0.0
182,2001.0,Wray PD,YUMA,0.0,14.0,3.0,6.0,1.0,0.0,2.0,,0.0
183,2001.0,Yuma County Sheriff,YUMA,1.0,4.0,4.0,22.0,4.0,0.0,0.0,,0.0
184,2001.0,Yuma PD,YUMA,0.0,26.0,18.0,85.0,8.0,0.0,2.0,,0.0
185,2002.0,Adams County Sheriff,ADAMS,81.0,985.0,0.0,2888.0,0.0,8.0,45.0,,63.0
186,2002.0,Alamosa County Sheriff,ALAMOSA,0.0,17.0,0.0,17.0,0.0,0.0,0.0,,0.0
187,2002.0,Alamosa PD,ALAMOSA,7.0,134.0,47.0,296.0,12.0,1.0,16.0,,5.0
188,2002.0,Arapahoe Community College PD,ARAPAHOE,0.0,0.0,0.0,32.0,0.0,0.0,0.0,,1.0
189,2002.0,Arapahoe County Sheriff,ARAPAHOE,42.0,499.0,530.0,958.0,245.0,1.0,32.0,,30.0
190,2002.0,Archuleta County Sheriff,ARCHULETA,1.0,71.0,58.0,117.0,7.0,1.0,2.0,,1.0
191,2002.0,Arvada PD,JEFFERSON,48.0,788.0,519.0,3098.0,357.0,2.0,34.0,,48.0
192,2002.0,Aspen PD,PITKIN,2.0,48.0,58.0,287.0,18.0,0.0,4.0,,1.0
193,2002.0,Aurora PD,ARAPAHOE,130.0,3076.0,2161.0,10745.0,0.0,16.0,257.0,,0.0
194,2002.0,Avon PD,EAGLE,4.0,72.0,43.0,228.0,18.0,0.0,18.0,,1.0
195,2002.0,Baca County Sheriff,BACA,1.0,1.0,0.0,0.0,1.0,1.0,0.0,,0.0
196,2002.0,Basalt PD,EAGLE,0.0,6.0,7.0,63.0,2.0,0.0,0.0,,1.0
197,2002.0,Bayfield PD,LA PLATA,0.0,6.0,3.0,23.0,1.0,0.0,0.0,,0.0
198,2002.0,Bent County Sheriff,BENT,1.0,6.0,10.0,13.0,4.0,0.0,0.0,,0.0
199,2002.0,Berthoud PD,LARIMER,0.0,6.0,3.0,73.0,0.0,0.0,0.0,,1.0
200,2002.0,Boulder County Sheriff,BOULDER,22.0,282.0,258.0,410.0,53.0,0.0,58.0,,3.0
201,2002.0,Boulder PD,BOULDER,30.0,615.0,536.0,2787.0,189.0,5.0,96.0,,45.0
202,2002.0,Bow Mar PD,ARAPAHOE,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0
203,2002.0,Broomfield PD,BROOMFIELD,15.0,287.0,0.0,1391.0,0.0,0.0,8.0,,12.0
204,2002.0,Brush PD,MORGAN,0.0,51.0,15.0,149.0,4.0,0.0,0.0,,0.0
205,2002.0,Buena Vista PD,CHAFFEE,0.0,6.0,14.0,15.0,0.0,0.0,0.0,,0.0
206,2002.0,Burlington PD,KIT CARSON,2.0,29.0,19.0,132.0,2.0,0.0,4.0,,0.0
207,2002.0,Canon City PD,FREMONT,4.0,491.0,114.0,570.0,30.0,0.0,16.0,,8.0
208,2002.0,Castle Rock PD,DOUGLAS,0.0,134.0,230.0,209.0,55.0,1.0,2.0,,6.0
209,2002.0,Centennial PD,ARAPAHOE,46.0,378.0,442.0,1132.0,168.0,1.0,16.0,,20.0
210,2002.0,Center PD,SAGUACHE,0.0,34.0,14.0,15.0,3.0,1.0,0.0,,0.0
211,2002.0,Central City PD,GILPIN,0.0,2.0,2.0,16.0,1.0,0.0,0.0,,0.0
212,2002.0,Chaffee County Sheriff,CHAFFEE,4.0,33.0,30.0,108.0,4.0,0.0,2.0,,0.0
213,2002.0,Cheyenne County Sheriff,CHEYENNE,0.0,8.0,0.0,14.0,0.0,0.0,2.0,,1.0
214,2002.0,Clear Creek County Sheriff,CLEAR CREEK,0.0,31.0,35.0,115.0,7.0,1.0,8.0,,0.0
215,2002.0,Colorado School of Mines PD,JEFFERSON,0.0,3.0,9.0,33.0,5.0,0.0,2.0,,0.0
216,2002.0,Colorado Springs PD,EL PASO,139.0,3751.0,4063.0,14137.0,1585.0,25.0,551.0,,497.0
217,2002.0,Colorado State Univ. - Fort Collins PD,LARIMER,6.0,27.0,25.0,505.0,5.0,0.0,40.0,,1.0
218,2002.0,Columbine Valley PD,ARAPAHOE,0.0,2.0,1.0,8.0,1.0,0.0,0.0,,0.0
219,2002.0,Commerce City PD,ADAMS,3.0,398.0,279.0,1233.0,0.0,0.0,30.0,,27.0
220,2002.0,Conejos County Sheriff,CONEJOS,0.0,3.0,2.0,10.0,1.0,0.0,0.0,,0.0
221,2002.0,Cortez PD,MONTEZUMA,0.0,100.0,33.0,404.0,11.0,0.0,10.0,,1.0
222,2002.0,Craig PD,MOFFAT,1.0,212.0,43.0,278.0,12.0,0.0,12.0,,1.0
223,2002.0,Crested Butte PD,GUNNISON,0.0,3.0,2.0,4.0,1.0,0.0,0.0,,0.0
224,2002.0,Cripple Creek PD,TELLER,0.0,49.0,19.0,61.0,2.0,0.0,4.0,,0.0
225,2002.0,Crowley County Sheriff,CROWLEY,0.0,31.0,2.0,2.0,1.0,0.0,6.0,,0.0
226,2002.0,Custer County Sheriff,CUSTER,1.0,30.0,27.0,47.0,4.0,0.0,4.0,,0.0
227,2002.0,De Beque PD,MESA,0.0,2.0,0.0,1.0,0.0,0.0,0.0,,0.0
228,2002.0,Delta County Sheriff,DELTA,2.0,49.0,21.0,43.0,9.0,0.0,4.0,,0.0
229,2002.0,Delta PD,DELTA,4.0,73.0,59.0,158.0,9.0,0.0,8.0,,1.0
230,2002.0,Denver PD,DENVER,283.0,2239.0,0.0,15467.0,0.0,51.0,324.0,,0.0
231,2002.0,Dillon PD,SUMMIT,0.0,15.0,13.0,106.0,4.0,0.0,6.0,,0.0
232,2002.0,Dolores County Sheriff,DOLORES,0.0,5.0,8.0,18.0,4.0,0.0,0.0,,0.0
233,2002.0,Douglas County Sheriff,DOUGLAS,24.0,413.0,0.0,1852.0,0.0,0.0,62.0,,0.0
234,2002.0,Durango PD,LA PLATA,15.0,314.0,99.0,887.0,34.0,0.0,42.0,,8.0
235,2002.0,Eagle County Sheriff,EAGLE,3.0,147.0,66.0,547.0,9.0,0.0,12.0,,0.0
236,2002.0,Eaton PD,WELD,1.0,13.0,13.0,39.0,7.0,0.0,0.0,,1.0
237,2002.0,Edgewater PD,JEFFERSON,1.0,37.0,40.0,539.0,65.0,1.0,14.0,,9.0
238,2002.0,El Paso County Sheriff,EL PASO,33.0,861.0,754.0,1689.0,251.0,13.0,54.0,,48.0
239,2002.0,Elizabeth PD,ELBERT,0.0,7.0,11.0,32.0,1.0,0.0,0.0,,0.0
240,2002.0,Empire PD,CLEAR CREEK,0.0,1.0,3.0,2.0,0.0,0.0,2.0,,0.0
241,2002.0,Englewood PD,ARAPAHOE,10.0,307.0,283.0,1536.0,353.0,3.0,31.0,,24.0
242,2002.0,Erie PD,WELD,2.0,40.0,39.0,84.0,3.0,0.0,6.0,,1.0
243,2002.0,Estes Park PD,LARIMER,1.0,37.0,27.0,123.0,4.0,0.0,0.0,,0.0
244,2002.0,Evans PD,WELD,3.0,191.0,126.0,446.0,52.0,0.0,8.0,,4.0
245,2002.0,Federal Heights PD,ADAMS,3.0,147.0,173.0,825.0,111.0,0.0,6.0,,16.0
246,2002.0,Florence PD,FREMONT,2.0,43.0,14.0,57.0,8.0,0.0,6.0,,1.0
247,2002.0,Fort Collins PD,LARIMER,35.0,1342.0,738.0,3990.0,207.0,0.0,198.0,,35.0
