,county,year,minor_male,minor_female,adult_male,adult_female,minor_total,adult_total,total
1005,Denver,2019.0,73114.0,69788.0,282744.0,284493.0,142902.0,567235.0,710137.0
1006,Denver,2020.0,72895.0,69388.0,286906.0,288443.0,142286.0,575341.0,717627.0
1007,Denver,2021.0,72620.0,69026.0,291101.0,292360.0,141646.0,583461.0,725107.0
1008,Denver,2022.0,72231.0,68618.0,295661.0,296771.0,140846.0,592433.0,733279.0
1009,Denver,2023.0,71995.0,68273.0,301289.0,302366.0,140271.0,603661.0,743932.0
1010,Denver,2024.0,71645.0,67864.0,306112.0,307142.0,139510.0,613254.0,752764.0
1011,Denver,2025.0,71275.0,67515.0,310903.0,311837.0,138793.0,622736.0,761529.0
1012,Denver,2026.0,70841.0,67197.0,315529.0,316310.0,138038.0,631840.0,769878.0
1013,Denver,2027.0,70494.0,66920.0,320034.0,320727.0,137414.0,640754.0,778168.0
1014,Denver,2028.0,70245.0,66666.0,324371.0,325079.0,136909.0,649452.0,786361.0
1015,Denver,2029.0,70142.0,66457.0,328494.0,329322.0,136600.0,657811.0,794411.0
1016,Denver,2030.0,69832.0,66150.0,332734.0,333593.0,135983.0,666326.0,802309.0
1017,Denver,2031.0,69705.0,66020.0,336706.0,337611.0,135730.0,674315.0,810045.0
1018,Denver,2032.0,69484.0,65811.0,340553.0,341495.0,135296.0,682053.0,817349.0
1019,Denver,2033.0,69245.0,65585.0,344158.0,345172.0,134829.0,689333.0,824162.0
1020,Denver,2034.0,69005.0,65357.0,347555.0,348632.0,134361.0,696196.0,830557.0
1021,Denver,2035.0,68773.0,65143.0,350703.0,351875.0,133914.0,702582.0,836496.0
1022,Denver,2036.0,68772.0,65133.0,353397.0,354701.0,133906.0,708097.0,842003.0
1023,Denver,2037.0,68711.0,65080.0,355894.0,357356.0,133792.0,713248.0,847040.0
1024,Denver,2038.0,68688.0,65050.0,358136.0,359759.0,133738.0,717890.0,851628.0
1025,Denver,2039.0,68626.0,64986.0,360185.0,361988.0,133610.0,722174.0,855784.0
1026,Denver,2040.0,68560.0,64922.0,361768.0,363751.0,133480.0,725524.0,859004.0
1027,Denver,2041.0,68468.0,64826.0,362918.0,365090.0,133294.0,728009.0,861303.0
1028,Denver,2042.0,68275.0,64635.0,363568.0,365937.0,132912.0,729500.0,862412.0
1029,Denver,2043.0,67993.0,64359.0,363700.0,366262.0,132350.0,729962.0,862312.0
1030,Denver,2044.0,67611.0,63989.0,363315.0,366086.0,131598.0,729397.0,860995.0
1031,Denver,2045.0,67169.0,63558.0,362929.0,365909.0,130727.0,728837.0,859564.0
1032,Denver,2046.0,66667.0,63079.0,362552.0,365739.0,129750.0,728291.0,858041.0
1033,Denver,2047.0,66118.0,62550.0,362205.0,365602.0,128670.0,727808.0,856478.0
1034,Denver,2048.0,65525.0,61980.0,361891.0,365498.0,127505.0,727391.0,854896.0
1035,Denver,2049.0,64889.0,61373.0,361611.0,365426.0,126264.0,727040.0,853304.0
1036,Denver,2050.0,64183.0,60699.0,360858.0,364895.0,124883.0,725753.0,850636.0
1037,Dolores,1990.0,233.0,198.0,533.0,540.0,431.0,1073.0,1504.0
1038,Dolores,1991.0,217.0,183.0,513.0,519.0,400.0,1032.0,1432.0
1039,Dolores,1992.0,208.0,176.0,508.0,509.0,384.0,1017.0,1401.0
1040,Dolores,1993.0,208.0,176.0,521.0,521.0,384.0,1042.0,1426.0
1041,Dolores,1994.0,216.0,181.0,553.0,550.0,397.0,1103.0,1500.0
1042,Dolores,1995.0,220.0,185.0,581.0,571.0,405.0,1152.0,1557.0
1043,Dolores,1996.0,226.0,192.0,620.0,607.0,418.0,1227.0,1645.0
1044,Dolores,1997.0,226.0,191.0,636.0,621.0,417.0,1257.0,1674.0
1045,Dolores,1998.0,234.0,196.0,675.0,659.0,430.0,1334.0,1764.0
1046,Dolores,1999.0,235.0,198.0,703.0,674.0,433.0,1377.0,1810.0
1047,Dolores,2000.0,236.0,198.0,717.0,696.0,434.0,1413.0,1847.0
1048,Dolores,2001.0,229.0,196.0,734.0,706.0,424.0,1437.0,1861.0
1049,Dolores,2002.0,231.0,199.0,735.0,719.0,429.0,1451.0,1880.0
1050,Dolores,2003.0,221.0,203.0,744.0,710.0,425.0,1451.0,1876.0
1051,Dolores,2004.0,211.0,205.0,741.0,715.0,417.0,1453.0,1870.0
1052,Dolores,2005.0,213.0,205.0,747.0,721.0,421.0,1465.0,1886.0
1053,Dolores,2006.0,222.0,217.0,786.0,766.0,440.0,1550.0,1990.0
1054,Dolores,2007.0,218.0,214.0,796.0,769.0,436.0,1567.0,2003.0
1055,Dolores,2008.0,233.0,226.0,825.0,797.0,458.0,1616.0,2074.0
1056,Dolores,2009.0,224.0,218.0,813.0,796.0,446.0,1605.0,2051.0
1057,Dolores,2010.0,242.0,238.0,814.0,766.0,480.0,1580.0,2060.0
1058,Dolores,2011.0,242.0,237.0,814.0,774.0,479.0,1574.0,2053.0
1059,Dolores,2012.0,242.0,237.0,814.0,775.0,485.0,1592.0,2077.0
1060,Dolores,2013.0,239.0,233.0,819.0,775.0,486.0,1596.0,2082.0
1061,Dolores,2014.0,241.0,239.0,829.0,784.0,475.0,1606.0,2081.0
1062,Dolores,2015.0,239.0,239.0,829.0,792.0,469.0,1614.0,2083.0
1063,Dolores,2016.0,227.0,238.0,838.0,792.0,459.0,1631.0,2090.0
1064,Dolores,2017.0,220.0,238.0,842.0,792.0,456.0,1629.0,2085.0
1065,Dolores,2018.0,219.0,236.0,838.0,797.0,455.0,1635.0,2090.0
1066,Dolores,2019.0,215.0,224.0,837.0,808.0,440.0,1645.0,2085.0
1067,Dolores,2020.0,215.0,217.0,839.0,808.0,431.0,1652.0,2083.0
1068,Dolores,2021.0,205.0,217.0,854.0,819.0,424.0,1667.0,2091.0
1069,Dolores,2022.0,201.0,219.0,847.0,812.0,422.0,1658.0,2080.0
1070,Dolores,2023.0,199.0,211.0,838.0,814.0,409.0,1660.0,2069.0
1071,Dolores,2024.0,193.0,207.0,841.0,822.0,402.0,1655.0,2057.0
1072,Dolores,2025.0,191.0,199.0,835.0,818.0,389.0,1656.0,2045.0
1073,Dolores,2026.0,188.0,188.0,835.0,825.0,378.0,1658.0,2036.0
1074,Dolores,2027.0,187.0,182.0,831.0,832.0,370.0,1661.0,2031.0
1075,Dolores,2028.0,180.0,179.0,829.0,825.0,357.0,1658.0,2015.0
1076,Dolores,2029.0,180.0,175.0,827.0,832.0,355.0,1652.0,2007.0
1077,Dolores,2030.0,176.0,173.0,817.0,825.0,349.0,1641.0,1990.0
1078,Dolores,2031.0,171.0,168.0,817.0,822.0,342.0,1637.0,1979.0
1079,Dolores,2032.0,174.0,164.0,814.0,813.0,339.0,1630.0,1969.0
1080,Dolores,2033.0,173.0,164.0,804.0,807.0,337.0,1620.0,1957.0
1081,Dolores,2034.0,170.0,160.0,795.0,810.0,331.0,1604.0,1935.0
1082,Dolores,2035.0,169.0,163.0,791.0,802.0,327.0,1592.0,1919.0
1083,Dolores,2036.0,169.0,164.0,777.0,794.0,332.0,1575.0,1907.0
1084,Dolores,2037.0,167.0,163.0,776.0,784.0,329.0,1559.0,1888.0
1085,Dolores,2038.0,169.0,166.0,764.0,780.0,335.0,1533.0,1868.0
1086,Dolores,2039.0,168.0,165.0,755.0,771.0,334.0,1525.0,1859.0
1087,Dolores,2040.0,167.0,162.0,754.0,770.0,328.0,1514.0,1842.0
1088,Dolores,2041.0,166.0,161.0,743.0,750.0,327.0,1501.0,1828.0
1089,Dolores,2042.0,165.0,161.0,737.0,750.0,326.0,1486.0,1812.0
1090,Dolores,2043.0,164.0,160.0,728.0,747.0,322.0,1474.0,1796.0
1091,Dolores,2044.0,163.0,159.0,722.0,739.0,322.0,1464.0,1786.0
1092,Dolores,2045.0,161.0,158.0,714.0,738.0,321.0,1454.0,1775.0
1093,Dolores,2046.0,160.0,155.0,711.0,727.0,318.0,1435.0,1753.0
1094,Dolores,2047.0,159.0,154.0,703.0,722.0,313.0,1429.0,1742.0
1095,Dolores,2048.0,156.0,151.0,704.0,721.0,310.0,1422.0,1732.0
1096,Dolores,2049.0,155.0,150.0,700.0,710.0,305.0,1410.0,1715.0
1097,Dolores,2050.0,153.0,148.0,695.0,707.0,300.0,1400.0,1700.0
1098,Douglas,1990.0,10254.0,9535.0,20630.0,21143.0,19789.0,41773.0,61562.0
1099,Douglas,1991.0,11106.0,10364.0,22333.0,22885.0,21470.0,45218.0,66688.0
1100,Douglas,1992.0,12552.0,11741.0,25218.0,25849.0,24293.0,51067.0,75360.0
1101,Douglas,1993.0,13847.0,12986.0,27797.0,28498.0,26833.0,56295.0,83128.0
1102,Douglas,1994.0,15410.0,14491.0,30917.0,31712.0,29901.0,62629.0,92530.0
1103,Douglas,1995.0,17291.0,16302.0,34673.0,35570.0,33593.0,70243.0,103836.0
1104,Douglas,1996.0,19100.0,18057.0,38272.0,39284.0,37157.0,77556.0,114713.0
1105,Douglas,1997.0,21537.0,20411.0,43112.0,44269.0,41948.0,87381.0,129329.0
1106,Douglas,1998.0,24035.0,22841.0,48088.0,49388.0,46876.0,97476.0,144352.0
1107,Douglas,1999.0,27026.0,25748.0,54037.0,55513.0,52774.0,109550.0,162324.0
1108,Douglas,2000.0,30053.0,28705.0,60049.0,61704.0,58758.0,121753.0,180511.0
1109,Douglas,2001.0,33277.0,31837.0,65998.0,67922.0,65116.0,133919.0,199035.0
1110,Douglas,2002.0,35000.0,33481.0,69521.0,71702.0,68481.0,141225.0,209706.0
1111,Douglas,2003.0,36942.0,35327.0,73212.0,75665.0,72265.0,148881.0,221146.0
1112,Douglas,2004.0,38919.0,37205.0,77366.0,80153.0,76123.0,157521.0,233644.0
1113,Douglas,2005.0,40641.0,38883.0,80885.0,84036.0,79525.0,164920.0,244445.0
1114,Douglas,2006.0,42704.0,40940.0,85362.0,88836.0,83643.0,174189.0,257832.0
1115,Douglas,2007.0,44478.0,42625.0,88797.0,92699.0,87103.0,181494.0,268597.0
1116,Douglas,2008.0,45608.0,43698.0,91527.0,95909.0,89307.0,187436.0,276743.0
1117,Douglas,2009.0,46096.0,44130.0,93640.0,98300.0,90224.0,191937.0,282161.0
1118,Douglas,2010.0,46396.0,44270.0,95701.0,100757.0,90666.0,196458.0,287124.0
1119,Douglas,2011.0,46444.0,44464.0,98341.0,103380.0,90906.0,201717.0,292623.0
1120,Douglas,2012.0,46337.0,44319.0,101436.0,106642.0,90655.0,208080.0,298735.0
1121,Douglas,2013.0,46310.0,44364.0,105188.0,110469.0,90672.0,215657.0,306329.0
1122,Douglas,2014.0,46285.0,44386.0,109276.0,114667.0,90666.0,223947.0,314613.0
1123,Douglas,2015.0,46118.0,44237.0,113108.0,118611.0,90359.0,231724.0,322083.0
1124,Douglas,2016.0,45701.0,43776.0,116587.0,122262.0,89479.0,238859.0,328338.0
1125,Douglas,2017.0,45459.0,43479.0,120565.0,126427.0,88942.0,246996.0,335938.0
1126,Douglas,2018.0,45071.0,43134.0,124542.0,130531.0,88201.0,255061.0,343262.0
1127,Douglas,2019.0,44520.0,42628.0,128967.0,135096.0,87147.0,264061.0,351208.0
1128,Douglas,2020.0,44047.0,42183.0,133770.0,140031.0,86233.0,273801.0,360034.0
1129,Douglas,2021.0,43665.0,41820.0,138483.0,144902.0,85486.0,283376.0,368862.0
1130,Douglas,2022.0,42821.0,41020.0,141690.0,148199.0,83839.0,289896.0,373735.0
1131,Douglas,2023.0,42072.0,40294.0,145003.0,151607.0,82364.0,296612.0,378976.0
1132,Douglas,2024.0,41561.0,39748.0,148271.0,155053.0,81311.0,303323.0,384634.0
1133,Douglas,2025.0,41223.0,39456.0,151740.0,158611.0,80676.0,310347.0,391023.0
1134,Douglas,2026.0,40915.0,39201.0,154679.0,161630.0,80122.0,316304.0,396426.0
1135,Douglas,2027.0,40865.0,39158.0,157297.0,164383.0,80024.0,321685.0,401709.0
1136,Douglas,2028.0,40931.0,39284.0,159790.0,166956.0,80216.0,326750.0,406966.0
1137,Douglas,2029.0,41182.0,39556.0,162071.0,169343.0,80741.0,331413.0,412154.0
1138,Douglas,2030.0,41526.0,39879.0,164145.0,171558.0,81403.0,335704.0,417107.0
1139,Douglas,2031.0,41907.0,40243.0,166102.0,173657.0,82152.0,339756.0,421908.0
1140,Douglas,2032.0,42319.0,40632.0,167951.0,175639.0,82953.0,343591.0,426544.0
1141,Douglas,2033.0,42669.0,40958.0,169687.0,177504.0,83626.0,347191.0,430817.0
1142,Douglas,2034.0,43058.0,41324.0,171189.0,179133.0,84384.0,350326.0,434710.0
1143,Douglas,2035.0,43389.0,41633.0,172686.0,180748.0,85022.0,353438.0,438460.0
1144,Douglas,2036.0,43687.0,41917.0,174121.0,182281.0,85603.0,356401.0,442004.0
1145,Douglas,2037.0,43994.0,42202.0,175422.0,183690.0,86197.0,359121.0,445318.0
1146,Douglas,2038.0,44252.0,42447.0,176675.0,185024.0,86697.0,361699.0,448396.0
1147,Douglas,2039.0,44416.0,42601.0,177895.0,186315.0,87016.0,364218.0,451234.0
1148,Douglas,2040.0,44567.0,42738.0,179007.0,187497.0,87306.0,366506.0,453812.0
1149,Douglas,2041.0,44576.0,42744.0,180129.0,188672.0,87317.0,368804.0,456121.0
1150,Douglas,2042.0,44486.0,42652.0,181225.0,189809.0,87140.0,371036.0,458176.0
1151,Douglas,2043.0,44301.0,42471.0,182298.0,190900.0,86772.0,373200.0,459972.0
1152,Douglas,2044.0,44016.0,42197.0,183345.0,191960.0,86216.0,375308.0,461524.0
1153,Douglas,2045.0,43660.0,41856.0,184357.0,192981.0,85516.0,377336.0,462852.0
1154,Douglas,2046.0,43243.0,41450.0,185344.0,193943.0,84691.0,379279.0,463970.0
1155,Douglas,2047.0,42768.0,40997.0,186279.0,194852.0,83760.0,381129.0,464889.0
1156,Douglas,2048.0,42254.0,40502.0,187177.0,195714.0,82753.0,382890.0,465643.0
1157,Douglas,2049.0,41714.0,39983.0,188023.0,196511.0,81693.0,384534.0,466227.0
1158,Douglas,2050.0,41158.0,39450.0,188814.0,197247.0,80610.0,386062.0,466672.0
1159,Eagle,1990.0,3028.0,2880.0,8624.0,7574.0,5908.0,16198.0,22106.0
1160,Eagle,1991.0,3184.0,3020.0,9241.0,8014.0,6204.0,17255.0,23459.0
1161,Eagle,1992.0,3363.0,3182.0,9896.0,8497.0,6545.0,18393.0,24938.0
1162,Eagle,1993.0,3590.0,3389.0,10732.0,9123.0,6979.0,19855.0,26834.0
1163,Eagle,1994.0,3859.0,3633.0,11695.0,9839.0,7492.0,21534.0,29026.0
1164,Eagle,1995.0,4080.0,3830.0,12529.0,10443.0,7910.0,22972.0,30882.0
1165,Eagle,1996.0,4317.0,4046.0,13459.0,11106.0,8363.0,24565.0,32928.0
1166,Eagle,1997.0,4584.0,4282.0,14496.0,11844.0,8866.0,26340.0,35206.0
1167,Eagle,1998.0,4863.0,4531.0,15601.0,12616.0,9394.0,28217.0,37611.0
1168,Eagle,1999.0,5122.0,4764.0,16672.0,13352.0,9886.0,30024.0,39910.0
1169,Eagle,2000.0,5515.0,5116.0,18212.0,14445.0,10631.0,32657.0,43288.0
1170,Eagle,2001.0,5620.0,5266.0,18670.0,14887.0,10887.0,33553.0,44440.0
1171,Eagle,2002.0,5688.0,5367.0,18918.0,15132.0,11056.0,34048.0,45104.0
1172,Eagle,2003.0,5763.0,5505.0,19149.0,15335.0,11268.0,34489.0,45757.0
1173,Eagle,2004.0,5898.0,5644.0,19350.0,15599.0,11536.0,34944.0,46480.0
1174,Eagle,2005.0,6040.0,5762.0,19567.0,15913.0,11802.0,35476.0,47278.0
1175,Eagle,2006.0,6202.0,5919.0,19790.0,16314.0,12119.0,36096.0,48215.0
1176,Eagle,2007.0,6375.0,6085.0,20124.0,16698.0,12463.0,36823.0,49286.0
1177,Eagle,2008.0,6573.0,6259.0,20381.0,17096.0,12828.0,37473.0,50301.0
1178,Eagle,2009.0,6764.0,6408.0,20783.0,17564.0,13176.0,38346.0,51522.0
1179,Eagle,2010.0,6826.0,6522.0,20903.0,17806.0,13348.0,38709.0,52057.0
1180,Eagle,2011.0,6701.0,6429.0,21009.0,17989.0,13130.0,38994.0,52124.0
1181,Eagle,2012.0,6578.0,6333.0,21099.0,18149.0,12909.0,39249.0,52158.0
1182,Eagle,2013.0,6463.0,6235.0,21218.0,18344.0,12699.0,39563.0,52262.0
1183,Eagle,2014.0,6384.0,6170.0,21320.0,18519.0,12557.0,39842.0,52399.0
1184,Eagle,2015.0,6315.0,6131.0,21544.0,18790.0,12448.0,40338.0,52786.0
1185,Eagle,2016.0,6272.0,6071.0,21674.0,19019.0,12342.0,40697.0,53039.0
1186,Eagle,2017.0,6297.0,6065.0,21959.0,19400.0,12364.0,41355.0,53719.0
1187,Eagle,2018.0,6228.0,5990.0,22237.0,19747.0,12217.0,41990.0,54207.0
1188,Eagle,2019.0,6138.0,5911.0,22607.0,20164.0,12049.0,42768.0,54817.0
1189,Eagle,2020.0,6041.0,5818.0,23094.0,20675.0,11860.0,43766.0,55626.0
1190,Eagle,2021.0,5876.0,5668.0,23258.0,20889.0,11544.0,44142.0,55686.0
1191,Eagle,2022.0,5790.0,5620.0,23589.0,21241.0,11405.0,44822.0,56227.0
1192,Eagle,2023.0,5745.0,5565.0,23868.0,21581.0,11313.0,45453.0,56766.0
1193,Eagle,2024.0,5707.0,5508.0,24097.0,21874.0,11214.0,45975.0,57189.0
1194,Eagle,2025.0,5651.0,5455.0,24349.0,22172.0,11102.0,46516.0,57618.0
1195,Eagle,2026.0,5607.0,5411.0,24585.0,22455.0,11014.0,47040.0,58054.0
1196,Eagle,2027.0,5569.0,5371.0,24815.0,22735.0,10937.0,47547.0,58484.0
1197,Eagle,2028.0,5528.0,5339.0,25046.0,23011.0,10870.0,48054.0,58924.0
1198,Eagle,2029.0,5518.0,5316.0,25246.0,23265.0,10834.0,48519.0,59353.0
1199,Eagle,2030.0,5534.0,5330.0,25420.0,23480.0,10865.0,48899.0,59764.0
1200,Eagle,2031.0,5575.0,5370.0,25730.0,23831.0,10942.0,49560.0,60502.0
1201,Eagle,2032.0,5639.0,5436.0,26015.0,24156.0,11073.0,50175.0,61248.0
1202,Eagle,2033.0,5691.0,5482.0,26320.0,24496.0,11171.0,50820.0,61991.0
1203,Eagle,2034.0,5751.0,5539.0,26618.0,24826.0,11289.0,51448.0,62737.0
1204,Eagle,2035.0,5806.0,5592.0,26907.0,25152.0,11397.0,52065.0,63462.0
1205,Eagle,2036.0,5883.0,5668.0,27167.0,25454.0,11550.0,52618.0,64168.0
1206,Eagle,2037.0,5969.0,5752.0,27407.0,25729.0,11718.0,53136.0,64854.0
1207,Eagle,2038.0,6056.0,5833.0,27625.0,25978.0,11887.0,53612.0,65499.0
1208,Eagle,2039.0,6147.0,5921.0,27829.0,26229.0,12068.0,54062.0,66130.0
1209,Eagle,2040.0,6238.0,6011.0,28024.0,26458.0,12249.0,54476.0,66725.0
1210,Eagle,2041.0,6318.0,6088.0,28214.0,26680.0,12404.0,54896.0,67300.0
1211,Eagle,2042.0,6393.0,6158.0,28393.0,26901.0,12549.0,55289.0,67838.0
1212,Eagle,2043.0,6458.0,6222.0,28562.0,27107.0,12682.0,55676.0,68358.0
1213,Eagle,2044.0,6521.0,6281.0,28735.0,27306.0,12802.0,56038.0,68840.0
1214,Eagle,2045.0,6573.0,6332.0,28889.0,27502.0,12903.0,56382.0,69285.0
1215,Eagle,2046.0,6616.0,6369.0,29043.0,27692.0,12987.0,56735.0,69722.0
1216,Eagle,2047.0,6647.0,6401.0,29189.0,27871.0,13049.0,57066.0,70115.0
1217,Eagle,2048.0,6673.0,6424.0,29338.0,28055.0,13097.0,57391.0,70488.0
1218,Eagle,2049.0,6688.0,6439.0,29482.0,28233.0,13126.0,57719.0,70845.0
1219,Eagle,2050.0,6695.0,6444.0,29627.0,28410.0,13142.0,58037.0,71179.0
1220,El Paso,1990.0,59487.0,56343.0,140286.0,141773.0,115830.0,282059.0,397889.0
1221,El Paso,1991.0,60715.0,57433.0,143112.0,144691.0,118148.0,287803.0,405951.0
1222,El Paso,1992.0,63256.0,59775.0,149044.0,150744.0,123031.0,299788.0,422819.0
1223,El Paso,1993.0,65415.0,61752.0,154073.0,155887.0,127167.0,309960.0,437127.0
1224,El Paso,1994.0,68329.0,64436.0,160897.0,162844.0,132765.0,323741.0,456506.0
1225,El Paso,1995.0,70323.0,66247.0,165528.0,167594.0,136570.0,333122.0,469692.0
1226,El Paso,1996.0,71435.0,67225.0,168085.0,170243.0,138660.0,338328.0,476988.0
1227,El Paso,1997.0,72922.0,68555.0,171534.0,173797.0,141477.0,345331.0,486808.0
1228,El Paso,1998.0,74621.0,70081.0,175467.0,177849.0,144702.0,353316.0,498018.0
1229,El Paso,1999.0,76257.0,71544.0,179258.0,181750.0,147801.0,361008.0,508809.0
1230,El Paso,2000.0,77926.0,73033.0,183117.0,185727.0,150959.0,368844.0,519803.0
1231,El Paso,2001.0,80601.0,75335.0,188487.0,191918.0,155935.0,380401.0,536336.0
1232,El Paso,2002.0,81646.0,76348.0,191654.0,195591.0,157995.0,387244.0,545239.0
1233,El Paso,2003.0,82158.0,76859.0,194100.0,198550.0,159019.0,392652.0,551671.0
1234,El Paso,2004.0,82255.0,77104.0,196931.0,202160.0,159357.0,399092.0,558449.0
1235,El Paso,2005.0,83052.0,78010.0,201128.0,207133.0,161060.0,408262.0,569322.0
1236,El Paso,2006.0,84566.0,79591.0,206008.0,212339.0,164154.0,418347.0,582501.0
1237,El Paso,2007.0,84998.0,80206.0,208390.0,215181.0,165202.0,423575.0,588777.0
1238,El Paso,2008.0,85918.0,81216.0,212132.0,219795.0,167132.0,431932.0,599064.0
1239,El Paso,2009.0,86625.0,81873.0,215994.0,224022.0,168500.0,440019.0,608519.0
1240,El Paso,2010.0,88908.0,83921.0,223754.0,230649.0,172829.0,454403.0,627232.0
1241,El Paso,2011.0,90923.0,84725.0,227971.0,235522.0,175651.0,463486.0,639137.0
1242,El Paso,2012.0,91359.0,85295.0,232391.0,239402.0,176651.0,471792.0,648443.0
1243,El Paso,2013.0,91938.0,85910.0,236972.0,243486.0,177847.0,480452.0,658299.0
1244,El Paso,2014.0,92159.0,86163.0,240707.0,246727.0,178325.0,487439.0,665764.0
1245,El Paso,2015.0,93039.0,87025.0,246135.0,251768.0,180067.0,497906.0,677973.0
1246,El Paso,2016.0,94218.0,88214.0,252350.0,257516.0,182432.0,509859.0,692291.0
1247,El Paso,2017.0,94506.0,89669.0,257485.0,263133.0,184177.0,520617.0,704794.0
1248,El Paso,2018.0,95729.0,89884.0,262989.0,269215.0,185614.0,532195.0,717809.0
1249,El Paso,2019.0,95504.0,89623.0,267243.0,273128.0,185124.0,540372.0,725496.0
1250,El Paso,2020.0,95097.0,89280.0,270936.0,276324.0,184380.0,547260.0,731640.0
1251,El Paso,2021.0,94859.0,89075.0,274575.0,279357.0,183934.0,553931.0,737865.0
1252,El Paso,2022.0,95041.0,89242.0,279119.0,283279.0,184285.0,562398.0,746683.0
1253,El Paso,2023.0,95446.0,89559.0,284186.0,287761.0,185007.0,571944.0,756951.0
1254,El Paso,2024.0,95862.0,89852.0,289287.0,292251.0,185716.0,581536.0,767252.0
1255,El Paso,2025.0,96306.0,89785.0,294604.0,297360.0,186091.0,591959.0,778050.0
1256,El Paso,2026.0,96699.0,90246.0,299978.0,301933.0,186946.0,601909.0,788855.0
1257,El Paso,2027.0,97207.0,90765.0,305267.0,306474.0,187973.0,611736.0,799709.0
1258,El Paso,2028.0,97869.0,91471.0,310430.0,310843.0,189341.0,621269.0,810610.0
1259,El Paso,2029.0,98688.0,92217.0,315459.0,315156.0,190909.0,630612.0,821521.0
1260,El Paso,2030.0,99378.0,92869.0,320651.0,319566.0,192248.0,640214.0,832462.0
1261,El Paso,2031.0,100173.0,93630.0,325751.0,323854.0,193805.0,649600.0,843405.0
1262,El Paso,2032.0,101050.0,94461.0,330751.0,328033.0,195510.0,658790.0,854300.0
1263,El Paso,2033.0,101927.0,95293.0,335657.0,332069.0,197225.0,667725.0,864950.0
1264,El Paso,2034.0,102710.0,96053.0,340536.0,336029.0,198761.0,676560.0,875321.0
1265,El Paso,2035.0,103491.0,96806.0,345283.0,339823.0,200297.0,685103.0,885400.0
1266,El Paso,2036.0,104286.0,97584.0,349879.0,343436.0,201869.0,693317.0,895186.0
1267,El Paso,2037.0,105130.0,98409.0,354273.0,346822.0,203541.0,701089.0,904630.0
1268,El Paso,2038.0,106054.0,99309.0,358422.0,349947.0,205364.0,708372.0,913736.0
1269,El Paso,2039.0,106985.0,100196.0,362408.0,352879.0,207182.0,715281.0,922463.0
1270,El Paso,2040.0,107741.0,100931.0,366396.0,355745.0,208673.0,722143.0,930816.0
1271,El Paso,2041.0,108458.0,101621.0,370261.0,358458.0,210077.0,728724.0,938801.0
1272,El Paso,2042.0,109068.0,102208.0,374062.0,361062.0,211265.0,735124.0,946389.0
1273,El Paso,2043.0,109569.0,102689.0,377799.0,363561.0,212258.0,741356.0,953614.0
1274,El Paso,2044.0,109965.0,103073.0,381474.0,365949.0,213041.0,747421.0,960462.0
1275,El Paso,2045.0,110264.0,103368.0,385086.0,368232.0,213633.0,753314.0,966947.0
1276,El Paso,2046.0,110478.0,103571.0,388624.0,370413.0,214048.0,759027.0,973075.0
1277,El Paso,2047.0,110606.0,103698.0,392085.0,372485.0,214303.0,764560.0,978863.0
1278,El Paso,2048.0,110657.0,103753.0,395448.0,374440.0,214409.0,769889.0,984298.0
1279,El Paso,2049.0,110636.0,103741.0,398716.0,376289.0,214378.0,775005.0,989383.0
1280,El Paso,2050.0,110557.0,103670.0,401880.0,378033.0,214224.0,779916.0,994140.0
1281,Elbert,1990.0,1576.0,1555.0,3294.0,3321.0,3131.0,6615.0,9746.0
1282,Elbert,1991.0,1656.0,1631.0,3479.0,3501.0,3287.0,6980.0,10267.0
1283,Elbert,1992.0,1735.0,1705.0,3648.0,3676.0,3440.0,7324.0,10764.0
1284,Elbert,1993.0,1857.0,1826.0,3913.0,3939.0,3683.0,7852.0,11535.0
1285,Elbert,1994.0,2066.0,2026.0,4363.0,4391.0,4092.0,8754.0,12846.0
1286,Elbert,1995.0,2301.0,2257.0,4868.0,4899.0,4558.0,9767.0,14325.0
1287,Elbert,1996.0,2538.0,2484.0,5378.0,5412.0,5022.0,10790.0,15812.0
1288,Elbert,1997.0,2727.0,2663.0,5785.0,5812.0,5390.0,11597.0,16987.0
1289,Elbert,1998.0,2889.0,2821.0,6146.0,6174.0,5710.0,12320.0,18030.0
1290,Elbert,1999.0,3057.0,2979.0,6512.0,6538.0,6036.0,13050.0,19086.0
1291,Elbert,2000.0,3217.0,3129.0,6865.0,6891.0,6346.0,13756.0,20102.0
1292,Elbert,2001.0,3352.0,3284.0,7311.0,7338.0,6640.0,14654.0,21294.0
1293,Elbert,2002.0,3328.0,3282.0,7486.0,7513.0,6614.0,14992.0,21606.0
1294,Elbert,2003.0,3322.0,3262.0,7654.0,7687.0,6586.0,15352.0,21938.0
1295,Elbert,2004.0,3285.0,3222.0,7735.0,7798.0,6507.0,15533.0,22040.0
1296,Elbert,2005.0,3277.0,3235.0,7834.0,7906.0,6513.0,15746.0,22259.0
1297,Elbert,2006.0,3223.0,3183.0,8029.0,8103.0,6405.0,16121.0,22526.0
1298,Elbert,2007.0,3187.0,3117.0,8039.0,8142.0,6306.0,16174.0,22480.0
1299,Elbert,2008.0,3168.0,3092.0,8142.0,8266.0,6258.0,16406.0,22664.0
1300,Elbert,2009.0,3142.0,3040.0,8305.0,8402.0,6181.0,16711.0,22892.0
1301,Elbert,2010.0,3133.0,3029.0,8425.0,8520.0,6162.0,16945.0,23107.0
