,county,year,minor_male,minor_female,adult_male,adult_female,minor_total,adult_total,total
0,Adams,1990.0,41519.0,39525.0,90383.0,94282.0,81044.0,184665.0,265709.0
1,Adams,1991.0,42667.0,40626.0,93526.0,96801.0,83293.0,190327.0,273620.0
2,Adams,1992.0,43805.0,41716.0,96551.0,99314.0,85521.0,195865.0,281386.0
3,Adams,1993.0,45192.0,43042.0,100159.0,102389.0,88234.0,202548.0,290782.0
4,Adams,1994.0,46672.0,44453.0,104001.0,105667.0,91125.0,209668.0,300793.0
5,Adams,1995.0,48422.0,46128.0,108490.0,109547.0,94550.0,218037.0,312587.0
6,Adams,1996.0,49955.0,47596.0,112544.0,112944.0,97551.0,225488.0,323039.0
7,Adams,1997.0,51373.0,48950.0,116367.0,116060.0,100323.0,232427.0,332750.0
8,Adams,1998.0,53023.0,50530.0,120759.0,119713.0,103553.0,240472.0,344025.0
9,Adams,1999.0,54672.0,52105.0,125192.0,123340.0,106777.0,248532.0,355309.0
10,Adams,2000.0,53885.0,51435.0,124590.0,121824.0,105320.0,246414.0,351734.0
11,Adams,2001.0,54950.0,52449.0,127248.0,124787.0,107401.0,252040.0,359441.0
12,Adams,2002.0,56633.0,54214.0,131401.0,128936.0,110850.0,260332.0,371182.0
13,Adams,2003.0,57786.0,55319.0,133403.0,131158.0,113105.0,264564.0,377669.0
14,Adams,2004.0,59273.0,56655.0,135957.0,134066.0,115924.0,270016.0,385940.0
15,Adams,2005.0,60864.0,58181.0,139025.0,137313.0,119043.0,276338.0,395381.0
16,Adams,2006.0,62865.0,60143.0,143057.0,141520.0,123009.0,284579.0,407588.0
17,Adams,2007.0,64122.0,61279.0,145702.0,144819.0,125399.0,290518.0,415917.0
18,Adams,2008.0,65597.0,62539.0,148630.0,148367.0,128138.0,296996.0,425134.0
19,Adams,2009.0,67082.0,63929.0,152612.0,152699.0,131010.0,305311.0,436321.0
20,Adams,2010.0,67901.0,64643.0,155338.0,155829.0,132544.0,311167.0,443711.0
21,Adams,2011.0,68862.0,65681.0,158596.0,159047.0,134542.0,317642.0,452184.0
22,Adams,2012.0,69462.0,66249.0,162109.0,162653.0,135711.0,324757.0,460468.0
23,Adams,2013.0,70288.0,67022.0,165947.0,166616.0,137310.0,332568.0,469878.0
24,Adams,2014.0,71006.0,67749.0,170175.0,170967.0,138755.0,341149.0,479904.0
25,Adams,2015.0,71903.0,68640.0,174458.0,175347.0,140547.0,349808.0,490355.0
26,Adams,2016.0,72109.0,68782.0,177903.0,179026.0,140895.0,356927.0,497822.0
27,Adams,2017.0,71888.0,68553.0,180896.0,182365.0,140444.0,363262.0,503706.0
28,Adams,2018.0,71897.0,68612.0,184665.0,186252.0,140509.0,370911.0,511420.0
29,Adams,2019.0,71422.0,68126.0,187577.0,189360.0,139548.0,376932.0,516480.0
30,Adams,2020.0,70937.0,67514.0,189783.0,191838.0,138449.0,381627.0,520076.0
31,Adams,2021.0,70343.0,67019.0,192131.0,194161.0,137363.0,386291.0,523654.0
32,Adams,2022.0,70089.0,66761.0,195442.0,197602.0,136852.0,393039.0,529891.0
33,Adams,2023.0,69880.0,66528.0,198869.0,201184.0,136407.0,400051.0,536458.0
34,Adams,2024.0,69806.0,66422.0,202886.0,205360.0,136227.0,408239.0,544466.0
35,Adams,2025.0,69725.0,66391.0,207127.0,209685.0,136116.0,416813.0,552929.0
36,Adams,2026.0,69829.0,66509.0,212041.0,214719.0,136341.0,426755.0,563096.0
37,Adams,2027.0,70119.0,66794.0,216813.0,219644.0,136913.0,436460.0,573373.0
38,Adams,2028.0,70552.0,67295.0,221500.0,224393.0,137846.0,445885.0,583731.0
39,Adams,2029.0,71043.0,67968.0,226152.0,229006.0,139013.0,455158.0,594171.0
40,Adams,2030.0,71696.0,68596.0,230688.0,233704.0,140291.0,464390.0,604681.0
41,Adams,2031.0,72564.0,69428.0,235029.0,238230.0,141997.0,473246.0,615243.0
42,Adams,2032.0,73363.0,70196.0,239455.0,242833.0,143558.0,482286.0,625844.0
43,Adams,2033.0,74272.0,71064.0,243791.0,247348.0,145335.0,491137.0,636472.0
44,Adams,2034.0,75055.0,71816.0,248146.0,251880.0,146871.0,500033.0,646904.0
45,Adams,2035.0,75980.0,72697.0,252364.0,256287.0,148680.0,508644.0,657324.0
46,Adams,2036.0,76919.0,73596.0,256547.0,260652.0,150514.0,517196.0,667710.0
47,Adams,2037.0,77966.0,74595.0,260605.0,264891.0,152564.0,525494.0,678058.0
48,Adams,2038.0,79121.0,75698.0,264520.0,268999.0,154818.0,533518.0,688336.0
49,Adams,2039.0,80218.0,76749.0,268454.0,273111.0,156967.0,541562.0,698529.0
50,Adams,2040.0,81376.0,77855.0,272281.0,277129.0,159232.0,549409.0,708641.0
51,Adams,2041.0,82510.0,78940.0,276098.0,281124.0,161448.0,557222.0,718670.0
52,Adams,2042.0,83598.0,79979.0,279885.0,285086.0,163577.0,564971.0,728548.0
53,Adams,2043.0,84618.0,80954.0,283663.0,289042.0,165571.0,572696.0,738267.0
54,Adams,2044.0,85562.0,81857.0,287441.0,292988.0,167425.0,580435.0,747860.0
55,Adams,2045.0,86411.0,82668.0,291253.0,296966.0,169077.0,588217.0,757294.0
56,Adams,2046.0,87166.0,83386.0,295090.0,300953.0,170553.0,596055.0,766608.0
57,Adams,2047.0,87836.0,84027.0,298958.0,304966.0,171862.0,603923.0,775785.0
58,Adams,2048.0,88429.0,84590.0,302827.0,308986.0,173021.0,611815.0,784836.0
59,Adams,2049.0,88956.0,85095.0,306718.0,313017.0,174050.0,619732.0,793782.0
60,Adams,2050.0,89427.0,85542.0,310612.0,317043.0,174968.0,627655.0,802623.0
61,Alamosa,1990.0,2189.0,2117.0,4488.0,4823.0,4306.0,9311.0,13617.0
62,Alamosa,1991.0,2185.0,2094.0,4516.0,4846.0,4279.0,9362.0,13641.0
63,Alamosa,1992.0,2168.0,2066.0,4508.0,4830.0,4234.0,9338.0,13572.0
64,Alamosa,1993.0,2177.0,2060.0,4552.0,4867.0,4237.0,9419.0,13656.0
65,Alamosa,1994.0,2193.0,2066.0,4626.0,4941.0,4259.0,9567.0,13826.0
66,Alamosa,1995.0,2233.0,2086.0,4733.0,5051.0,4319.0,9784.0,14103.0
67,Alamosa,1996.0,2261.0,2100.0,4824.0,5134.0,4361.0,9958.0,14319.0
68,Alamosa,1997.0,2281.0,2102.0,4892.0,5203.0,4383.0,10095.0,14478.0
69,Alamosa,1998.0,2296.0,2101.0,4958.0,5266.0,4397.0,10224.0,14621.0
70,Alamosa,1999.0,2323.0,2111.0,5041.0,5350.0,4434.0,10391.0,14825.0
71,Alamosa,2000.0,2358.0,2129.0,5159.0,5451.0,4487.0,10610.0,15097.0
72,Alamosa,2001.0,2338.0,2133.0,5240.0,5520.0,4468.0,10762.0,15230.0
73,Alamosa,2002.0,2315.0,2122.0,5284.0,5552.0,4439.0,10832.0,15271.0
74,Alamosa,2003.0,2305.0,2113.0,5345.0,5600.0,4417.0,10941.0,15358.0
75,Alamosa,2004.0,2281.0,2097.0,5393.0,5635.0,4378.0,11034.0,15412.0
76,Alamosa,2005.0,2227.0,2068.0,5433.0,5666.0,4295.0,11096.0,15391.0
77,Alamosa,2006.0,2205.0,2043.0,5414.0,5684.0,4249.0,11104.0,15353.0
78,Alamosa,2007.0,2155.0,2010.0,5450.0,5676.0,4162.0,11132.0,15294.0
79,Alamosa,2008.0,2116.0,2004.0,5525.0,5701.0,4121.0,11224.0,15345.0
80,Alamosa,2009.0,2097.0,1997.0,5554.0,5655.0,4094.0,11211.0,15305.0
81,Alamosa,2010.0,2107.0,2016.0,5650.0,5701.0,4123.0,11351.0,15474.0
82,Alamosa,2011.0,2169.0,2018.0,5610.0,5722.0,4196.0,11329.0,15525.0
83,Alamosa,2012.0,2201.0,2044.0,5622.0,5748.0,4239.0,11367.0,15606.0
84,Alamosa,2013.0,2226.0,2089.0,5643.0,5747.0,4320.0,11394.0,15714.0
85,Alamosa,2014.0,2235.0,2125.0,5669.0,5753.0,4360.0,11432.0,15792.0
86,Alamosa,2015.0,2253.0,2161.0,5698.0,5774.0,4419.0,11468.0,15887.0
87,Alamosa,2016.0,2258.0,2171.0,5715.0,5789.0,4426.0,11508.0,15934.0
88,Alamosa,2017.0,2292.0,2176.0,5740.0,5847.0,4469.0,11584.0,16053.0
89,Alamosa,2018.0,2325.0,2199.0,5767.0,5888.0,4525.0,11658.0,16183.0
90,Alamosa,2019.0,2322.0,2201.0,5801.0,5921.0,4522.0,11722.0,16244.0
91,Alamosa,2020.0,2305.0,2194.0,5858.0,5975.0,4497.0,11829.0,16326.0
92,Alamosa,2021.0,2312.0,2192.0,5882.0,6024.0,4507.0,11917.0,16424.0
93,Alamosa,2022.0,2314.0,2211.0,5928.0,6063.0,4523.0,11997.0,16520.0
94,Alamosa,2023.0,2304.0,2216.0,5979.0,6099.0,4520.0,12078.0,16598.0
95,Alamosa,2024.0,2287.0,2198.0,6011.0,6140.0,4482.0,12152.0,16634.0
96,Alamosa,2025.0,2261.0,2181.0,6046.0,6171.0,4443.0,12218.0,16661.0
97,Alamosa,2026.0,2249.0,2156.0,6066.0,6215.0,4409.0,12283.0,16692.0
98,Alamosa,2027.0,2223.0,2128.0,6103.0,6263.0,4348.0,12369.0,16717.0
99,Alamosa,2028.0,2206.0,2086.0,6137.0,6324.0,4289.0,12457.0,16746.0
100,Alamosa,2029.0,2197.0,2056.0,6152.0,6370.0,4252.0,12530.0,16782.0
101,Alamosa,2030.0,2174.0,2042.0,6183.0,6410.0,4220.0,12590.0,16810.0
102,Alamosa,2031.0,2179.0,2037.0,6196.0,6429.0,4216.0,12628.0,16844.0
103,Alamosa,2032.0,2168.0,2033.0,6218.0,6455.0,4198.0,12665.0,16863.0
104,Alamosa,2033.0,2150.0,2016.0,6239.0,6486.0,4169.0,12727.0,16896.0
105,Alamosa,2034.0,2155.0,2014.0,6250.0,6501.0,4169.0,12757.0,16926.0
106,Alamosa,2035.0,2163.0,2025.0,6258.0,6511.0,4188.0,12767.0,16955.0
107,Alamosa,2036.0,2176.0,2034.0,6258.0,6512.0,4208.0,12775.0,16983.0
108,Alamosa,2037.0,2183.0,2045.0,6262.0,6522.0,4231.0,12778.0,17009.0
109,Alamosa,2038.0,2198.0,2061.0,6253.0,6523.0,4260.0,12772.0,17032.0
110,Alamosa,2039.0,2220.0,2078.0,6246.0,6512.0,4295.0,12762.0,17057.0
111,Alamosa,2040.0,2234.0,2091.0,6239.0,6505.0,4329.0,12744.0,17073.0
112,Alamosa,2041.0,2252.0,2109.0,6234.0,6500.0,4357.0,12737.0,17094.0
113,Alamosa,2042.0,2262.0,2119.0,6224.0,6494.0,4384.0,12723.0,17107.0
114,Alamosa,2043.0,2276.0,2130.0,6221.0,6494.0,4403.0,12712.0,17115.0
115,Alamosa,2044.0,2285.0,2142.0,6213.0,6483.0,4423.0,12700.0,17123.0
116,Alamosa,2045.0,2289.0,2146.0,6207.0,6483.0,4438.0,12697.0,17135.0
117,Alamosa,2046.0,2295.0,2150.0,6202.0,6483.0,4448.0,12690.0,17138.0
118,Alamosa,2047.0,2299.0,2153.0,6206.0,6480.0,4451.0,12691.0,17142.0
119,Alamosa,2048.0,2298.0,2152.0,6217.0,6480.0,4451.0,12692.0,17143.0
120,Alamosa,2049.0,2295.0,2151.0,6219.0,6480.0,4446.0,12697.0,17143.0
121,Alamosa,2050.0,2290.0,2147.0,6230.0,6490.0,4437.0,12705.0,17142.0
122,Arapahoe,1990.0,57241.0,54747.0,134481.0,146820.0,111988.0,281301.0,393289.0
123,Arapahoe,1991.0,58607.0,55985.0,138209.0,150399.0,114592.0,288608.0,403200.0
124,Arapahoe,1992.0,60643.0,57873.0,143458.0,155704.0,118516.0,299162.0,417678.0
125,Arapahoe,1993.0,61999.0,59105.0,147113.0,159257.0,121104.0,306370.0,427474.0
126,Arapahoe,1994.0,63227.0,60212.0,150489.0,162485.0,123439.0,312974.0,436413.0
127,Arapahoe,1995.0,64045.0,60929.0,152904.0,164664.0,124974.0,317568.0,442542.0
128,Arapahoe,1996.0,65205.0,61972.0,156158.0,167732.0,127177.0,323890.0,451067.0
129,Arapahoe,1997.0,66288.0,62936.0,159236.0,170601.0,129224.0,329837.0,459061.0
130,Arapahoe,1998.0,68143.0,64626.0,164188.0,175449.0,132769.0,339637.0,472406.0
131,Arapahoe,1999.0,69348.0,65706.0,167610.0,178643.0,135054.0,346253.0,481307.0
132,Arapahoe,2000.0,70629.0,66846.0,171225.0,182022.0,137475.0,353247.0,490722.0
133,Arapahoe,2001.0,72166.0,68378.0,174926.0,186203.0,140537.0,361130.0,501667.0
134,Arapahoe,2002.0,72909.0,69081.0,178381.0,190137.0,141985.0,368515.0,510500.0
135,Arapahoe,2003.0,73388.0,69552.0,180630.0,192786.0,142939.0,373413.0,516352.0
136,Arapahoe,2004.0,73984.0,70184.0,183459.0,196093.0,144167.0,379550.0,523717.0
137,Arapahoe,2005.0,74292.0,70400.0,185129.0,198389.0,144690.0,383527.0,528217.0
138,Arapahoe,2006.0,75265.0,71298.0,187898.0,201595.0,146559.0,389490.0,536049.0
139,Arapahoe,2007.0,76446.0,72470.0,191336.0,205634.0,148917.0,396959.0,545876.0
140,Arapahoe,2008.0,77778.0,73752.0,194808.0,209909.0,151531.0,404721.0,556252.0
141,Arapahoe,2009.0,78780.0,74822.0,198865.0,214017.0,153600.0,412877.0,566477.0
142,Arapahoe,2010.0,79586.0,75569.0,202212.0,217452.0,155155.0,419664.0,574819.0
143,Arapahoe,2011.0,80103.0,76289.0,207250.0,222177.0,156389.0,429428.0,585817.0
144,Arapahoe,2012.0,80341.0,76419.0,212207.0,227254.0,156761.0,439465.0,596226.0
145,Arapahoe,2013.0,80840.0,76862.0,217554.0,232601.0,157700.0,450159.0,607859.0
146,Arapahoe,2014.0,81229.0,77275.0,222400.0,237405.0,158507.0,459804.0,618311.0
147,Arapahoe,2015.0,82177.0,78113.0,227279.0,242404.0,160290.0,469678.0,629968.0
148,Arapahoe,2016.0,82420.0,78457.0,230919.0,245863.0,160879.0,476778.0,637657.0
149,Arapahoe,2017.0,82221.0,78277.0,233849.0,248631.0,160501.0,482476.0,642977.0
150,Arapahoe,2018.0,82312.0,78408.0,237382.0,252066.0,160718.0,489448.0,650166.0
151,Arapahoe,2019.0,81800.0,77986.0,239719.0,254308.0,159783.0,494025.0,653808.0
152,Arapahoe,2020.0,81031.0,77297.0,241155.0,255556.0,158329.0,496718.0,655047.0
153,Arapahoe,2021.0,80570.0,76836.0,243298.0,257590.0,157408.0,500879.0,658287.0
154,Arapahoe,2022.0,80354.0,76520.0,246907.0,261357.0,156874.0,508270.0,665144.0
155,Arapahoe,2023.0,80170.0,76326.0,250895.0,265437.0,156494.0,516333.0,672827.0
156,Arapahoe,2024.0,80006.0,76263.0,254891.0,269422.0,156271.0,524315.0,680586.0
157,Arapahoe,2025.0,79940.0,76291.0,258948.0,273507.0,156229.0,532459.0,688688.0
158,Arapahoe,2026.0,79825.0,76317.0,262727.0,277270.0,156147.0,540004.0,696151.0
159,Arapahoe,2027.0,79791.0,76406.0,266427.0,280977.0,156193.0,547400.0,703593.0
160,Arapahoe,2028.0,79901.0,76521.0,269971.0,284636.0,156422.0,554605.0,711027.0
161,Arapahoe,2029.0,80146.0,76744.0,273242.0,288054.0,156890.0,561291.0,718181.0
162,Arapahoe,2030.0,80432.0,77021.0,276446.0,291385.0,157450.0,567833.0,725283.0
163,Arapahoe,2031.0,80753.0,77324.0,279583.0,294661.0,158078.0,574251.0,732329.0
164,Arapahoe,2032.0,81079.0,77639.0,282680.0,297891.0,158716.0,580571.0,739287.0
165,Arapahoe,2033.0,81413.0,77950.0,285728.0,301063.0,159362.0,586790.0,746152.0
166,Arapahoe,2034.0,81672.0,78200.0,288793.0,304251.0,159872.0,593043.0,752915.0
167,Arapahoe,2035.0,82005.0,78513.0,291754.0,307322.0,160513.0,599077.0,759590.0
168,Arapahoe,2036.0,82467.0,78955.0,294538.0,310203.0,161422.0,604750.0,766172.0
169,Arapahoe,2037.0,82998.0,79463.0,297211.0,312968.0,162460.0,610180.0,772640.0
170,Arapahoe,2038.0,83600.0,80035.0,299759.0,315590.0,163636.0,615348.0,778984.0
171,Arapahoe,2039.0,84154.0,80563.0,302209.0,318100.0,164715.0,620316.0,785031.0
172,Arapahoe,2040.0,84659.0,81048.0,304499.0,320420.0,165710.0,624919.0,790629.0
173,Arapahoe,2041.0,85154.0,81511.0,306582.0,322521.0,166660.0,629098.0,795758.0
174,Arapahoe,2042.0,85539.0,81878.0,308540.0,324469.0,167415.0,633012.0,800427.0
175,Arapahoe,2043.0,85846.0,82162.0,310485.0,326376.0,168005.0,636859.0,804864.0
176,Arapahoe,2044.0,86062.0,82369.0,312412.0,328247.0,168433.0,640660.0,809093.0
177,Arapahoe,2045.0,86211.0,82505.0,314319.0,330063.0,168718.0,644383.0,813101.0
178,Arapahoe,2046.0,86288.0,82575.0,316207.0,331854.0,168861.0,648054.0,816915.0
179,Arapahoe,2047.0,86246.0,82527.0,317771.0,333287.0,168773.0,651057.0,819830.0
180,Arapahoe,2048.0,86134.0,82416.0,319324.0,334697.0,168551.0,654030.0,822581.0
181,Arapahoe,2049.0,85965.0,82245.0,320895.0,336095.0,168211.0,656998.0,825209.0
182,Arapahoe,2050.0,85739.0,82025.0,322463.0,337497.0,167763.0,659958.0,827721.0
183,Archuleta,1990.0,890.0,753.0,1835.0,1874.0,1643.0,3709.0,5352.0
184,Archuleta,1991.0,915.0,781.0,1943.0,1985.0,1696.0,3928.0,5624.0
185,Archuleta,1992.0,941.0,809.0,2052.0,2086.0,1750.0,4138.0,5888.0
186,Archuleta,1993.0,974.0,841.0,2165.0,2203.0,1815.0,4368.0,6183.0
187,Archuleta,1994.0,1014.0,880.0,2304.0,2340.0,1894.0,4644.0,6538.0
188,Archuleta,1995.0,1087.0,944.0,2525.0,2554.0,2031.0,5079.0,7110.0
189,Archuleta,1996.0,1193.0,1044.0,2833.0,2859.0,2237.0,5692.0,7929.0
190,Archuleta,1997.0,1264.0,1107.0,3063.0,3094.0,2371.0,6157.0,8528.0
191,Archuleta,1998.0,1332.0,1175.0,3297.0,3329.0,2507.0,6626.0,9133.0
192,Archuleta,1999.0,1368.0,1215.0,3481.0,3506.0,2583.0,6987.0,9570.0
193,Archuleta,2000.0,1413.0,1262.0,3674.0,3693.0,2675.0,7367.0,10042.0
194,Archuleta,2001.0,1445.0,1288.0,3847.0,3880.0,2736.0,7728.0,10464.0
195,Archuleta,2002.0,1444.0,1290.0,3959.0,4008.0,2731.0,7964.0,10695.0
196,Archuleta,2003.0,1437.0,1297.0,4107.0,4124.0,2735.0,8230.0,10965.0
197,Archuleta,2004.0,1401.0,1285.0,4251.0,4230.0,2684.0,8485.0,11169.0
198,Archuleta,2005.0,1380.0,1282.0,4386.0,4354.0,2662.0,8740.0,11402.0
199,Archuleta,2006.0,1403.0,1288.0,4556.0,4548.0,2690.0,9110.0,11800.0
200,Archuleta,2007.0,1421.0,1295.0,4694.0,4699.0,2714.0,9390.0,12104.0
201,Archuleta,2008.0,1365.0,1248.0,4736.0,4728.0,2614.0,9456.0,12070.0
202,Archuleta,2009.0,1318.0,1195.0,4715.0,4673.0,2515.0,9385.0,11900.0
203,Archuleta,2010.0,1331.0,1196.0,4749.0,4784.0,2527.0,9533.0,12060.0
204,Archuleta,2011.0,1308.0,1178.0,4717.0,4751.0,2488.0,9469.0,11957.0
205,Archuleta,2012.0,1297.0,1150.0,4736.0,4810.0,2450.0,9539.0,11989.0
206,Archuleta,2013.0,1280.0,1130.0,4747.0,4842.0,2411.0,9582.0,11993.0
207,Archuleta,2014.0,1246.0,1114.0,4742.0,4831.0,2361.0,9571.0,11932.0
208,Archuleta,2015.0,1238.0,1115.0,4786.0,4874.0,2355.0,9651.0,12006.0
209,Archuleta,2016.0,1270.0,1158.0,4912.0,5015.0,2429.0,9933.0,12362.0
210,Archuleta,2017.0,1312.0,1209.0,5067.0,5172.0,2523.0,10236.0,12759.0
211,Archuleta,2018.0,1335.0,1235.0,5171.0,5291.0,2569.0,10464.0,13033.0
212,Archuleta,2019.0,1319.0,1227.0,5262.0,5387.0,2545.0,10644.0,13189.0
213,Archuleta,2020.0,1320.0,1230.0,5338.0,5481.0,2552.0,10816.0,13368.0
214,Archuleta,2021.0,1325.0,1232.0,5413.0,5572.0,2553.0,10984.0,13537.0
215,Archuleta,2022.0,1326.0,1223.0,5480.0,5669.0,2550.0,11143.0,13693.0
216,Archuleta,2023.0,1321.0,1229.0,5552.0,5756.0,2551.0,11312.0,13863.0
217,Archuleta,2024.0,1318.0,1231.0,5638.0,5845.0,2550.0,11483.0,14033.0
218,Archuleta,2025.0,1322.0,1235.0,5708.0,5936.0,2556.0,11642.0,14198.0
219,Archuleta,2026.0,1312.0,1232.0,5796.0,6038.0,2542.0,11831.0,14373.0
220,Archuleta,2027.0,1309.0,1238.0,5897.0,6143.0,2548.0,12034.0,14582.0
221,Archuleta,2028.0,1311.0,1250.0,5987.0,6250.0,2562.0,12237.0,14799.0
222,Archuleta,2029.0,1317.0,1271.0,6096.0,6349.0,2585.0,12447.0,15032.0
223,Archuleta,2030.0,1319.0,1273.0,6203.0,6476.0,2593.0,12685.0,15278.0
224,Archuleta,2031.0,1332.0,1284.0,6310.0,6602.0,2616.0,12916.0,15532.0
225,Archuleta,2032.0,1349.0,1302.0,6422.0,6727.0,2652.0,13148.0,15800.0
226,Archuleta,2033.0,1370.0,1317.0,6525.0,6846.0,2688.0,13374.0,16062.0
227,Archuleta,2034.0,1385.0,1335.0,6632.0,6969.0,2718.0,13606.0,16324.0
228,Archuleta,2035.0,1400.0,1351.0,6740.0,7081.0,2752.0,13823.0,16575.0
229,Archuleta,2036.0,1411.0,1361.0,6851.0,7206.0,2772.0,14056.0,16828.0
230,Archuleta,2037.0,1429.0,1379.0,6951.0,7320.0,2810.0,14267.0,17077.0
231,Archuleta,2038.0,1454.0,1402.0,7050.0,7422.0,2858.0,14465.0,17323.0
232,Archuleta,2039.0,1480.0,1429.0,7142.0,7527.0,2905.0,14662.0,17567.0
233,Archuleta,2040.0,1500.0,1448.0,7239.0,7629.0,2946.0,14873.0,17819.0
234,Archuleta,2041.0,1523.0,1468.0,7334.0,7729.0,2990.0,15065.0,18055.0
235,Archuleta,2042.0,1543.0,1488.0,7425.0,7824.0,3032.0,15249.0,18281.0
236,Archuleta,2043.0,1564.0,1507.0,7515.0,7917.0,3073.0,15432.0,18505.0
237,Archuleta,2044.0,1583.0,1527.0,7600.0,8007.0,3111.0,15607.0,18718.0
238,Archuleta,2045.0,1601.0,1546.0,7690.0,8085.0,3147.0,15779.0,18926.0
239,Archuleta,2046.0,1619.0,1560.0,7770.0,8170.0,3179.0,15946.0,19125.0
240,Archuleta,2047.0,1634.0,1576.0,7852.0,8250.0,3211.0,16105.0,19316.0
241,Archuleta,2048.0,1651.0,1591.0,7932.0,8330.0,3241.0,16262.0,19503.0
242,Archuleta,2049.0,1666.0,1603.0,8018.0,8399.0,3269.0,16409.0,19678.0
243,Archuleta,2050.0,1675.0,1616.0,8103.0,8469.0,3291.0,16564.0,19855.0
244,Baca,1990.0,597.0,599.0,1647.0,1713.0,1196.0,3360.0,4556.0
245,Baca,1991.0,585.0,578.0,1604.0,1671.0,1163.0,3275.0,4438.0
246,Baca,1992.0,569.0,556.0,1552.0,1621.0,1125.0,3173.0,4298.0
247,Baca,1993.0,575.0,555.0,1565.0,1630.0,1130.0,3195.0,4325.0
248,Baca,1994.0,587.0,561.0,1584.0,1655.0,1148.0,3239.0,4387.0
249,Baca,1995.0,595.0,562.0,1598.0,1677.0,1157.0,3275.0,4432.0
250,Baca,1996.0,608.0,571.0,1632.0,1713.0,1179.0,3345.0,4524.0
251,Baca,1997.0,618.0,570.0,1645.0,1727.0,1188.0,3372.0,4560.0
252,Baca,1998.0,616.0,562.0,1635.0,1718.0,1178.0,3353.0,4531.0
253,Baca,1999.0,618.0,560.0,1630.0,1714.0,1178.0,3344.0,4522.0
254,Baca,2000.0,619.0,552.0,1620.0,1709.0,1171.0,3329.0,4500.0
255,Baca,2001.0,596.0,543.0,1611.0,1699.0,1139.0,3306.0,4445.0
256,Baca,2002.0,550.0,508.0,1584.0,1668.0,1059.0,3256.0,4315.0
257,Baca,2003.0,532.0,485.0,1586.0,1655.0,1017.0,3240.0,4257.0
258,Baca,2004.0,520.0,459.0,1556.0,1638.0,976.0,3187.0,4163.0
259,Baca,2005.0,502.0,437.0,1530.0,1627.0,938.0,3162.0,4100.0
260,Baca,2006.0,494.0,428.0,1542.0,1628.0,921.0,3165.0,4086.0
261,Baca,2007.0,474.0,410.0,1510.0,1602.0,885.0,3113.0,3998.0
262,Baca,2008.0,451.0,406.0,1489.0,1562.0,856.0,3047.0,3903.0
263,Baca,2009.0,438.0,401.0,1455.0,1515.0,840.0,2976.0,3816.0
264,Baca,2010.0,444.0,418.0,1434.0,1499.0,862.0,2933.0,3795.0
265,Baca,2011.0,431.0,408.0,1436.0,1489.0,840.0,2918.0,3758.0
266,Baca,2012.0,422.0,409.0,1414.0,1460.0,830.0,2872.0,3702.0
267,Baca,2013.0,410.0,405.0,1389.0,1431.0,814.0,2821.0,3635.0
268,Baca,2014.0,395.0,397.0,1373.0,1401.0,788.0,2778.0,3566.0
269,Baca,2015.0,380.0,392.0,1371.0,1387.0,774.0,2759.0,3533.0
270,Baca,2016.0,377.0,387.0,1361.0,1379.0,762.0,2746.0,3508.0
271,Baca,2017.0,380.0,391.0,1365.0,1384.0,771.0,2753.0,3524.0
272,Baca,2018.0,390.0,397.0,1376.0,1387.0,786.0,2762.0,3548.0
273,Baca,2019.0,395.0,403.0,1375.0,1386.0,805.0,2764.0,3569.0
274,Baca,2020.0,390.0,392.0,1347.0,1356.0,781.0,2695.0,3476.0
275,Baca,2021.0,387.0,391.0,1333.0,1342.0,780.0,2671.0,3451.0
276,Baca,2022.0,385.0,390.0,1314.0,1328.0,779.0,2641.0,3420.0
277,Baca,2023.0,389.0,392.0,1305.0,1310.0,780.0,2614.0,3394.0
278,Baca,2024.0,392.0,387.0,1287.0,1299.0,780.0,2590.0,3370.0
279,Baca,2025.0,388.0,387.0,1286.0,1288.0,774.0,2568.0,3342.0
280,Baca,2026.0,389.0,380.0,1275.0,1283.0,769.0,2552.0,3321.0
281,Baca,2027.0,384.0,372.0,1265.0,1277.0,759.0,2538.0,3297.0
282,Baca,2028.0,381.0,368.0,1254.0,1269.0,751.0,2522.0,3273.0
283,Baca,2029.0,380.0,366.0,1251.0,1260.0,746.0,2506.0,3252.0
284,Baca,2030.0,378.0,359.0,1245.0,1254.0,740.0,2491.0,3231.0
285,Baca,2031.0,371.0,354.0,1240.0,1249.0,723.0,2488.0,3211.0
286,Baca,2032.0,364.0,348.0,1236.0,1240.0,713.0,2480.0,3193.0
287,Baca,2033.0,363.0,348.0,1225.0,1236.0,712.0,2463.0,3175.0
288,Baca,2034.0,363.0,349.0,1219.0,1223.0,711.0,2439.0,3150.0
289,Baca,2035.0,361.0,346.0,1210.0,1219.0,708.0,2431.0,3139.0
290,Baca,2036.0,360.0,345.0,1202.0,1211.0,704.0,2417.0,3121.0
291,Baca,2037.0,358.0,343.0,1197.0,1205.0,702.0,2399.0,3101.0
292,Baca,2038.0,353.0,338.0,1190.0,1199.0,692.0,2390.0,3082.0
293,Baca,2039.0,350.0,338.0,1179.0,1199.0,690.0,2380.0,3070.0
294,Baca,2040.0,350.0,339.0,1185.0,1190.0,691.0,2362.0,3053.0
295,Baca,2041.0,352.0,339.0,1173.0,1180.0,688.0,2354.0,3042.0
296,Baca,2042.0,352.0,338.0,1162.0,1179.0,687.0,2340.0,3027.0
