,county,school_dist,school_dist_code,pupil_count,stable_student_count,stability_rate,mobile_student_count,student_mobility_rate,instances_of_mobility,mobility_incidence_rate
114,MONTEZUMA,MANCOS RE-6,2070.0,11.0,3.0,27.3,8.0,72.7,8.0,72.7
115,MONTROSE,MONTROSE COUNTY RE-1J,2180.0,254.0,103.0,40.6,145.0,57.1,183.0,72.0
116,MONTROSE,WEST END RE-2,2190.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0
117,MORGAN,BRUSH RE-2(J),2395.0,35.0,5.0,14.3,30.0,85.7,38.0,108.6
118,MORGAN,FORT MORGAN RE-3,2405.0,123.0,37.0,30.1,86.0,69.9,95.0,77.2
119,MORGAN,WELDON VALLEY RE-20(J),2505.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,MORGAN,WIGGINS RE-50(J),2515.0,21.0,8.0,38.1,13.0,61.9,14.0,66.7
121,OTERO,EAST OTERO R-1,2520.0,2.0,0.0,0.0,2.0,100.0,2.0,100.0
122,OTERO,ROCKY FORD R-2,2530.0,1.0,0.0,0.0,1.0,100.0,1.0,100.0
123,OTERO,MANZANOLA 3J,2535.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,OTERO,FOWLER R-4J,2540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,OTERO,CHERAW 31,2560.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0
126,OTERO,SWINK 33,2570.0,2.0,0.0,0.0,2.0,100.0,2.0,100.0
127,OURAY,OURAY R-1,2580.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,OURAY,RIDGWAY R-2,2590.0,1.0,0.0,0.0,1.0,100.0,1.0,100.0
129,PARK,PLATTE CANYON 1,2600.0,5.0,0.0,0.0,5.0,100.0,5.0,100.0
130,PARK,PARK COUNTY RE-2,2610.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,PHILLIPS,HOLYOKE RE-1J,2620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,PHILLIPS,HAXTUN RE-2J,2630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,PITKIN,ASPEN 1,2640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,PROWERS,GRANADA RE-1,2650.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0
135,PROWERS,LAMAR RE-2,2660.0,25.0,10.0,40.0,15.0,60.0,15.0,60.0
136,PROWERS,HOLLY RE-3,2670.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,PROWERS,WILEY RE-13 JT,2680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,PUEBLO,PUEBLO CITY 60,2690.0,1421.0,1093.0,76.9,303.0,21.3,378.0,26.6
139,PUEBLO,PUEBLO COUNTY 70,2700.0,32.0,10.0,31.3,22.0,68.8,25.0,78.1
140,RIO BLANCO,MEEKER RE1,2710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,RIO BLANCO,RANGELY RE-4,2720.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0
142,RIO GRANDE,DEL NORTE C-7,2730.0,1.0,0.0,0.0,1.0,100.0,1.0,100.0
143,RIO GRANDE,MONTE VISTA C-8,2740.0,25.0,10.0,40.0,15.0,60.0,15.0,60.0
144,RIO GRANDE,SARGENT RE-33J,2750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,ROUTT,HAYDEN RE-1,2760.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0
146,ROUTT,STEAMBOAT SPRINGS RE-2,2770.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,ROUTT,SOUTH ROUTT RE 3,2780.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,SAGUACHE,MOUNTAIN VALLEY RE 1,2790.0,16.0,8.0,50.0,8.0,50.0,9.0,56.3
149,SAGUACHE,MOFFAT 2,2800.0,21.0,13.0,61.9,8.0,38.1,8.0,38.1
150,SAGUACHE,CENTER 26 JT,2810.0,86.0,39.0,45.3,47.0,54.7,53.0,61.6
151,SAN JUAN,SILVERTON 1,2820.0,1.0,0.0,0.0,1.0,100.0,1.0,100.0
152,SAN MIGUEL,TELLURIDE R-1,2830.0,1.0,0.0,0.0,1.0,100.0,1.0,100.0
153,SAN MIGUEL,NORWOOD R-2J,2840.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,SEDGWICK,JULESBURG RE-1,2862.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,SEDGWICK,PLATTE VALLEY RE-3,2865.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,SUMMIT,SUMMIT RE-1,3000.0,12.0,5.0,41.7,7.0,58.3,7.0,58.3
157,TELLER,CRIPPLE CREEK-VICTOR RE-1,3010.0,27.0,15.0,55.6,12.0,44.4,14.0,51.9
158,TELLER,WOODLAND PARK RE-2,3020.0,7.0,3.0,42.9,4.0,57.1,4.0,57.1
159,WASHINGTON,AKRON R-1,3030.0,2.0,0.0,0.0,2.0,100.0,2.0,100.0
160,WASHINGTON,ARICKAREE R-2,3040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,WASHINGTON,OTIS R-3,3050.0,2.0,0.0,0.0,2.0,100.0,2.0,100.0
162,WASHINGTON,LONE STAR 101,3060.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,WASHINGTON,WOODLIN R-104,3070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,WELD,WELD COUNTY RE-1,3080.0,17.0,8.0,47.1,9.0,52.9,11.0,64.7
165,WELD,EATON RE-2,3085.0,63.0,22.0,34.9,40.0,63.5,41.0,65.1
166,WELD,KEENESBURG RE-3(J),3090.0,125.0,49.0,39.2,76.0,60.8,86.0,68.8
167,WELD,WINDSOR RE-4,3100.0,35.0,7.0,20.0,28.0,80.0,28.0,80.0
168,WELD,JOHNSTOWN-MILLIKEN RE-5J,3110.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0
169,WELD,GREELEY 6,3120.0,400.0,178.0,44.5,214.0,53.5,268.0,67.0
170,WELD,PLATTE VALLEY RE-7,3130.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0
171,WELD,WELD COUNTY S/D RE-8,3140.0,52.0,22.0,42.3,30.0,57.7,39.0,75.0
172,WELD,AULT-HIGHLAND RE-9,3145.0,29.0,14.0,48.3,15.0,51.7,17.0,58.6
173,WELD,BRIGGSDALE RE-10,3146.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0
174,WELD,PRAIRIE RE-11,3147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,WELD,PAWNEE RE-12,3148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,YUMA,YUMA 1,3200.0,50.0,9.0,18.0,41.0,82.0,44.0,88.0
177,YUMA,WRAY RD-2,3210.0,16.0,4.0,25.0,12.0,75.0,12.0,75.0
178,YUMA,IDALIA RJ-3,3220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,YUMA,LIBERTY J-4,3230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,DENVER,CHARTER SCHOOL INSTITUTE,8001.0,94.0,26.0,27.7,68.0,72.3,69.0,73.4
181,COLORADO BOCS,MOUNTAIN BOCES,9030.0,35.0,15.0,42.9,20.0,57.1,21.0,60.0
182,COLORADO BOCS,CENTENNIAL BOCES,9035.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,COLORADO BOCS,SAN JUAN BOCES,9050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,COLORADO BOCS,EXPEDITIONARY BOCES,9130.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0
